model,runtime,power_mode,status,error,mean_ms,std_ms,min_ms,max_ms,p50_ms,p95_ms,p99_ms,memory_mb,model_size_mb,fps,power_avg_mw,power_max_mw
yolov8n_fp32.engine,tensorrt_fp32,10w,ok,,72.117578125,0.8213619636141425,71.3363037109375,75.21062469482422,71.78648376464844,73.87495346069336,74.78802116394043,7.38,27.39,13.87,5142.6,7675.0
yolov8n_fp16.engine,tensorrt_fp16,10w,ok,,53.27220718383789,0.4667525644046086,52.9001579284668,56.207237243652344,53.13169288635254,53.76061573028564,55.793297119140625,7.38,15.83,18.77,5445.14,7012.0
yolov8n_int8.engine,tensorrt_int8,10w,ok,,71.58237564086915,0.6431079887092283,70.90791320800781,74.71624755859375,71.35190200805664,72.36893882751465,74.31844841003418,7.38,27.22,13.97,6431.4,7859.0
