model,runtime,power_mode,mean_ms,std_ms,min_ms,max_ms,p50_ms,p95_ms,p99_ms,memory_mb,model_size_mb,fps,power_avg_mw,power_max_mw
ssd_mobilenet_v2,pytorch_cpu,5w,1833.7946653878316,265.74535940447504,1337.8517319215462,2586.320189991966,1817.2363155172206,2247.740517713828,2502.1771982219075,0.0,13.25,0.55,2496.88,2654.0
ssd_mobilenet_v2,pytorch_cuda,5w,443.51813568115233,14.82265991556416,377.76806640625,488.8112487792969,437.4477844238281,474.7904541015625,482.44241394042973,29.75,13.25,2.25,2424.25,2654.0
