model,runtime,power_mode,mean_ms,std_ms,min_ms,max_ms,p50_ms,p95_ms,p99_ms,memory_mb,model_size_mb,fps,power_avg_mw,power_max_mw
shufflenet_v2,pytorch_cpu,5w,444.3621269601863,143.47945542549215,274.49084899853915,819.6752649964765,406.8020289996639,643.6444375780411,719.8169924481778,0.0,8.75,2.25,2464.75,2609.0
shufflenet_v2,pytorch_cuda,5w,51.191807708740235,5.110113900822883,45.48906326293945,73.87510681152344,50.92721366882324,61.10730419158935,72.29244522094727,11.7,8.75,19.53,2514.6,3007.0
