layer_name,layer_type,params,input_shape,output_shape,mean_ms,std_ms,min_ms,max_ms
head.classification_head.module_list.5.0.2,ReLU6,0,"[1, 128, 1, 1]","[1, 128, 1, 1]",0.2885,0.0622,0.2401,0.4483
head.regression_head.module_list.3.0.2,ReLU6,0,"[1, 256, 3, 3]","[1, 256, 3, 3]",0.2884,0.0459,0.2421,0.3852
backbone.extra.0.2.2,ReLU6,0,"[1, 512, 5, 5]","[1, 512, 5, 5]",0.2878,0.0495,0.2412,0.4242
head.regression_head.module_list.2.0.2,ReLU6,0,"[1, 512, 5, 5]","[1, 512, 5, 5]",0.2877,0.0493,0.2409,0.4072
backbone.features.0.5.block.2.activation,ReLU,0,"[1, 32, 1, 1]","[1, 32, 1, 1]",0.2876,0.0388,0.2512,0.3655
backbone.extra.3.0.2,ReLU6,0,"[1, 64, 2, 2]","[1, 64, 2, 2]",0.2875,0.0593,0.2365,0.4624
head.regression_head.module_list.5.0.2,ReLU6,0,"[1, 128, 1, 1]","[1, 128, 1, 1]",0.2848,0.0493,0.2391,0.3832
backbone.extra.2.0.2,ReLU6,0,"[1, 128, 3, 3]","[1, 128, 3, 3]",0.2843,0.0411,0.2388,0.3761
head.regression_head.module_list.4.0.2,ReLU6,0,"[1, 256, 2, 2]","[1, 256, 2, 2]",0.284,0.0457,0.2417,0.3893
backbone.extra.1.1.2,ReLU6,0,"[1, 128, 3, 3]","[1, 128, 3, 3]",0.2835,0.0417,0.2365,0.3493
backbone.features.0.5.block.2.scale_activation,Hardsigmoid,0,"[1, 120, 1, 1]","[1, 120, 1, 1]",0.2829,0.039,0.2471,0.3619
head.classification_head.module_list.4.0.2,ReLU6,0,"[1, 256, 2, 2]","[1, 256, 2, 2]",0.2827,0.0461,0.2412,0.3718
backbone.extra.1.0.2,ReLU6,0,"[1, 128, 5, 5]","[1, 128, 5, 5]",0.2826,0.042,0.2402,0.3592
backbone.extra.1.2.2,ReLU6,0,"[1, 256, 3, 3]","[1, 256, 3, 3]",0.2821,0.0436,0.2384,0.3618
backbone.extra.2.2.2,ReLU6,0,"[1, 256, 2, 2]","[1, 256, 2, 2]",0.2815,0.0402,0.2378,0.3514
backbone.features.1.0.1.2,Hardswish,0,"[1, 672, 10, 10]","[1, 672, 10, 10]",0.2812,0.0717,0.2246,0.4702
head.classification_head.module_list.3.0.2,ReLU6,0,"[1, 256, 3, 3]","[1, 256, 3, 3]",0.2809,0.0406,0.2421,0.3619
backbone.features.1.2.block.0.2,Hardswish,0,"[1, 480, 10, 10]","[1, 480, 10, 10]",0.2776,0.0667,0.2252,0.4851
backbone.features.0.6.block.0.2,ReLU,0,"[1, 120, 40, 40]","[1, 120, 40, 40]",0.2774,0.0498,0.2371,0.4122
backbone.features.0.5.block.0.2,ReLU,0,"[1, 120, 40, 40]","[1, 120, 40, 40]",0.2773,0.0384,0.2413,0.3564
backbone.extra.3.1.2,ReLU6,0,"[1, 64, 1, 1]","[1, 64, 1, 1]",0.2753,0.0379,0.2326,0.3415
backbone.extra.2.1.2,ReLU6,0,"[1, 128, 2, 2]","[1, 128, 2, 2]",0.2724,0.0385,0.2335,0.3537
backbone.features.0.5.block.1.2,ReLU,0,"[1, 120, 40, 40]","[1, 120, 40, 40]",0.2723,0.0443,0.2298,0.3658
backbone.features.1.3.2,Hardswish,0,"[1, 480, 10, 10]","[1, 480, 10, 10]",0.27,0.0393,0.2209,0.3368
backbone.features.0.6.block.1.2,ReLU,0,"[1, 120, 40, 40]","[1, 120, 40, 40]",0.2688,0.0425,0.2307,0.3521
backbone.features.0.11.block.0.2,Hardswish,0,"[1, 480, 20, 20]","[1, 480, 20, 20]",0.2688,0.0398,0.2235,0.3452
backbone.features.0.11.block.1.2,Hardswish,0,"[1, 480, 20, 20]","[1, 480, 20, 20]",0.2681,0.0419,0.2203,0.3716
backbone.features.1.1.block.0.2,Hardswish,0,"[1, 480, 10, 10]","[1, 480, 10, 10]",0.2665,0.042,0.2206,0.3424
backbone.features.1.2.block.1.2,Hardswish,0,"[1, 480, 10, 10]","[1, 480, 10, 10]",0.2653,0.0607,0.216,0.4502
backbone.features.0.4.block.1.2,ReLU,0,"[1, 72, 40, 40]","[1, 72, 40, 40]",0.2643,0.0414,0.2221,0.3536
backbone.features.0.10.block.1.2,Hardswish,0,"[1, 184, 20, 20]","[1, 184, 20, 20]",0.2604,0.059,0.2135,0.4588
backbone.features.0.8.block.0.2,Hardswish,0,"[1, 200, 20, 20]","[1, 200, 20, 20]",0.2599,0.043,0.2191,0.3544
backbone.features.1.1.block.1.2,Hardswish,0,"[1, 480, 10, 10]","[1, 480, 10, 10]",0.2598,0.0404,0.215,0.3274
backbone.features.0.7.block.1.2,Hardswish,0,"[1, 240, 20, 20]","[1, 240, 20, 20]",0.2595,0.04,0.2198,0.3496
backbone.features.0.10.block.0.2,Hardswish,0,"[1, 184, 20, 20]","[1, 184, 20, 20]",0.2576,0.0389,0.2183,0.3281
backbone.features.0.9.block.0.2,Hardswish,0,"[1, 184, 20, 20]","[1, 184, 20, 20]",0.257,0.0401,0.2187,0.3356
backbone.features.0.8.block.1.2,Hardswish,0,"[1, 200, 20, 20]","[1, 200, 20, 20]",0.2545,0.0422,0.2165,0.3651
backbone.features.0.9.block.1.2,Hardswish,0,"[1, 184, 20, 20]","[1, 184, 20, 20]",0.2528,0.0362,0.214,0.3312
