timestamp,model,runtime,precision,power_mode,mean_ms,std_ms,min_ms,max_ms,median_ms,power_total_mw_mean,power_gpu_mw_mean,power_cpu_mw_mean,ram_used_mb_mean,gpu_util_pct_mean,gpu_temp_c_mean,co2_kg,accuracy_top1
2026-04-28T13:33:57.173693,resnet50,pytorch_cuda,,10w,123.48,0.61,123.14,128.32,123.33,0,0,0,2770.81,70.06,0.0,1.7411642037678352e-05,0
2026-04-28T13:35:06.564593,resnet50,tensorrt_fp32,fp32,10w,77.31,0.0,77.31,77.31,77.31,0,0,0,3512.57,62.46,0.0,2.8811517355811365e-05,0
2026-04-28T13:36:03.863413,resnet50,tensorrt_fp16,fp16,10w,42.16,0.0,42.16,42.16,42.16,0,0,0,3439.81,62.22,13.87,2.423178425381973e-05,0
2026-04-28T13:37:14.779026,resnet50,tensorrt_int8,int8,10w,77.07,0.0,77.07,77.07,77.07,0,0,0,3445.61,58.38,16.82,3.963293242266086e-05,0
2026-04-28T13:39:19.434849,resnet50,onnxrt_cpu,,10w,984.17,37.28,955.8,1178.1,975.3,0,0,0,3039.34,0.0,19.0,0.0001390936632322,0
2026-04-28T13:39:44.204411,resnet50,ncnn_vulkan,,10w,0.0,0.0,0.0,0.0,0.0,0,0,0,2979.92,0.0,0.0,5.727025565157531e-06,0
