model,runtime,group_index,group_key,group_label,group_type,mean_ms,power_gpu_mw,power_total_mw,ops
resnet50,onnxrt_cpu,1,conv1,01. conv1 [conv],conv,28.9701,0.0,0.0,3
resnet50,onnxrt_cpu,2,maxpool,02. maxpool [pool],pool,3.58,0.0,0.0,3
resnet50,onnxrt_cpu,3,layer1/layer1.0/conv1,03. layer1/layer1.0/conv1 [conv],conv,3.4645,0.0,0.0,3
resnet50,onnxrt_cpu,4,layer1/layer1.0/conv2,04. layer1/layer1.0/conv2 [conv],conv,26.0024,0.0,0.0,2
resnet50,onnxrt_cpu,5,layer1/layer1.0/downsample/downsample.0,05. layer1/layer1.0/downsample/downsample.0 [conv],conv,11.403699999999999,0.0,0.0,3
resnet50,onnxrt_cpu,6,layer1/layer1.0/conv3,06. layer1/layer1.0/conv3 [conv],conv,14.040899999999999,0.0,0.0,3
resnet50,onnxrt_cpu,7,layer1/layer1.1/conv1,07. layer1/layer1.1/conv1 [conv],conv,12.918,0.0,0.0,2
resnet50,onnxrt_cpu,8,layer1/layer1.1/conv2,08. layer1/layer1.1/conv2 [conv],conv,26.127,0.0,0.0,3
resnet50,onnxrt_cpu,9,layer1/layer1.1/conv3,09. layer1/layer1.1/conv3 [conv],conv,14.2181,0.0,0.0,3
resnet50,onnxrt_cpu,10,layer1/layer1.2/conv1,10. layer1/layer1.2/conv1 [conv],conv,13.0596,0.0,0.0,2
resnet50,onnxrt_cpu,11,layer1/layer1.2/conv2,11. layer1/layer1.2/conv2 [conv],conv,26.2625,0.0,0.0,2
resnet50,onnxrt_cpu,12,layer1/layer1.2/conv3,12. layer1/layer1.2/conv3 [conv],conv,13.8651,0.0,0.0,3
resnet50,onnxrt_cpu,13,layer2/layer2.0/conv1,13. layer2/layer2.0/conv1 [conv],conv,23.029799999999998,0.0,0.0,2
resnet50,onnxrt_cpu,14,layer2/layer2.0/conv2,14. layer2/layer2.0/conv2 [conv],conv,26.1457,0.0,0.0,2
resnet50,onnxrt_cpu,15,layer2/layer2.0/downsample/downsample.0,15. layer2/layer2.0/downsample/downsample.0 [conv],conv,22.2384,0.0,0.0,3
resnet50,onnxrt_cpu,16,layer2/layer2.0/conv3,16. layer2/layer2.0/conv3 [conv],conv,12.2255,0.0,0.0,2
resnet50,onnxrt_cpu,17,layer2/layer2.1/conv1,17. layer2/layer2.1/conv1 [conv],conv,11.4725,0.0,0.0,2
resnet50,onnxrt_cpu,18,layer2/layer2.1/conv2,18. layer2/layer2.1/conv2 [conv],conv,24.5077,0.0,0.0,2
resnet50,onnxrt_cpu,19,layer2/layer2.1/conv3,19. layer2/layer2.1/conv3 [conv],conv,12.2045,0.0,0.0,3
resnet50,onnxrt_cpu,20,layer2/layer2.2/conv1,20. layer2/layer2.2/conv1 [conv],conv,11.4277,0.0,0.0,2
resnet50,onnxrt_cpu,21,layer2/layer2.2/conv2,21. layer2/layer2.2/conv2 [conv],conv,24.8351,0.0,0.0,3
resnet50,onnxrt_cpu,22,layer2/layer2.2/conv3,22. layer2/layer2.2/conv3 [conv],conv,12.460799999999999,0.0,0.0,3
resnet50,onnxrt_cpu,23,layer2/layer2.3/conv1,23. layer2/layer2.3/conv1 [conv],conv,11.9499,0.0,0.0,2
resnet50,onnxrt_cpu,24,layer2/layer2.3/conv2,24. layer2/layer2.3/conv2 [conv],conv,25.5066,0.0,0.0,2
resnet50,onnxrt_cpu,25,layer2/layer2.3/conv3,25. layer2/layer2.3/conv3 [conv],conv,12.477599999999999,0.0,0.0,3
resnet50,onnxrt_cpu,26,layer3/layer3.0/conv1,26. layer3/layer3.0/conv1 [conv],conv,22.8662,0.0,0.0,2
resnet50,onnxrt_cpu,27,layer3/layer3.0/conv2,27. layer3/layer3.0/conv2 [conv],conv,28.2628,0.0,0.0,3
resnet50,onnxrt_cpu,28,layer3/layer3.0/downsample/downsample.0,28. layer3/layer3.0/downsample/downsample.0 [conv],conv,24.0582,0.0,0.0,3
resnet50,onnxrt_cpu,29,layer3/layer3.0/conv3,29. layer3/layer3.0/conv3 [conv],conv,12.3882,0.0,0.0,2
resnet50,onnxrt_cpu,30,layer3/layer3.1/conv1,30. layer3/layer3.1/conv1 [conv],conv,11.6921,0.0,0.0,3
resnet50,onnxrt_cpu,31,layer3/layer3.1/conv2,31. layer3/layer3.1/conv2 [conv],conv,26.93,0.0,0.0,2
resnet50,onnxrt_cpu,32,layer3/layer3.1/conv3,32. layer3/layer3.1/conv3 [conv],conv,12.0801,0.0,0.0,3
resnet50,onnxrt_cpu,33,layer3/layer3.2/conv1,33. layer3/layer3.2/conv1 [conv],conv,11.6046,0.0,0.0,3
resnet50,onnxrt_cpu,34,layer3/layer3.2/conv2,34. layer3/layer3.2/conv2 [conv],conv,26.693,0.0,0.0,2
resnet50,onnxrt_cpu,35,layer3/layer3.2/conv3,35. layer3/layer3.2/conv3 [conv],conv,12.3833,0.0,0.0,2
resnet50,onnxrt_cpu,36,layer3/layer3.3/conv1,36. layer3/layer3.3/conv1 [conv],conv,11.8364,0.0,0.0,3
resnet50,onnxrt_cpu,37,layer3/layer3.3/conv2,37. layer3/layer3.3/conv2 [conv],conv,26.772299999999998,0.0,0.0,3
resnet50,onnxrt_cpu,38,layer3/layer3.3/conv3,38. layer3/layer3.3/conv3 [conv],conv,12.1888,0.0,0.0,2
resnet50,onnxrt_cpu,39,layer3/layer3.4/conv1,39. layer3/layer3.4/conv1 [conv],conv,11.869399999999999,0.0,0.0,3
resnet50,onnxrt_cpu,40,layer3/layer3.4/conv2,40. layer3/layer3.4/conv2 [conv],conv,27.1584,0.0,0.0,3
resnet50,onnxrt_cpu,41,layer3/layer3.4/conv3,41. layer3/layer3.4/conv3 [conv],conv,12.362499999999999,0.0,0.0,2
resnet50,onnxrt_cpu,42,layer3/layer3.5/conv1,42. layer3/layer3.5/conv1 [conv],conv,12.0109,0.0,0.0,3
resnet50,onnxrt_cpu,43,layer3/layer3.5/conv2,43. layer3/layer3.5/conv2 [conv],conv,27.2511,0.0,0.0,2
resnet50,onnxrt_cpu,44,layer3/layer3.5/conv3,44. layer3/layer3.5/conv3 [conv],conv,12.4418,0.0,0.0,2
resnet50,onnxrt_cpu,45,layer4/layer4.0/conv1,45. layer4/layer4.0/conv1 [conv],conv,22.8673,0.0,0.0,2
resnet50,onnxrt_cpu,46,layer4/layer4.0/conv2,46. layer4/layer4.0/conv2 [conv],conv,30.0281,0.0,0.0,3
resnet50,onnxrt_cpu,47,layer4/layer4.0/downsample/downsample.0,47. layer4/layer4.0/downsample/downsample.0 [conv],conv,25.831899999999997,0.0,0.0,3
resnet50,onnxrt_cpu,48,layer4/layer4.0/conv3,48. layer4/layer4.0/conv3 [conv],conv,14.2911,0.0,0.0,2
resnet50,onnxrt_cpu,49,layer4/layer4.1/conv1,49. layer4/layer4.1/conv1 [conv],conv,15.800799999999999,0.0,0.0,3
resnet50,onnxrt_cpu,50,layer4/layer4.1/conv2,50. layer4/layer4.1/conv2 [conv],conv,29.9235,0.0,0.0,2
resnet50,onnxrt_cpu,51,layer4/layer4.1/conv3,51. layer4/layer4.1/conv3 [conv],conv,14.070799999999998,0.0,0.0,3
resnet50,onnxrt_cpu,52,layer4/layer4.2/conv1,52. layer4/layer4.2/conv1 [conv],conv,15.288400000000001,0.0,0.0,2
resnet50,onnxrt_cpu,53,layer4/layer4.2/conv2,53. layer4/layer4.2/conv2 [conv],conv,29.6375,0.0,0.0,2
resnet50,onnxrt_cpu,54,layer4/layer4.2/conv3,54. layer4/layer4.2/conv3 [conv],conv,13.7236,0.0,0.0,2
