model,runtime,power_mode,status,error,mean_ms,std_ms,min_ms,max_ms,p50_ms,p95_ms,p99_ms,memory_mb,model_size_mb,fps,power_avg_mw,power_max_mw
efficientnet_b0_fp16.engine,tensorrt_fp16,10w,ok,,22.15756423950195,0.1604933010225235,21.96682357788086,22.603229522705078,22.090676307678223,22.487209033966064,22.566671619415285,0.58,14.59,45.13,4496.96,6569.0
