model,runtime,power_mode,status,error,mean_ms,std_ms,min_ms,max_ms,p50_ms,p95_ms,p99_ms,memory_mb,model_size_mb,fps,power_avg_mw,power_max_mw
shufflenet_v2_x1_0_fp32.engine,tensorrt_fp32,10w,ok,,8.180073204040527,0.2087221384739678,8.060521125793457,10.350886344909668,8.129973888397217,8.325963306427,9.283585920333861,0.58,9.17,122.25,3250.41,6297.0
