backend,cumulative_percent_ms,error,granularity,layer_name,max_ms,mean_ms,min_ms,model,percent_total_ms,rank,runtime,samples,status,std_ms
onnxruntime,93.021068,,onnx_node,model_loading_uri,160.059,160.059,160.059,yolov8n,4.985373,3,onnxrt_cuda,1,ok,0.0
onnxruntime,82.318074,,onnx_node,session_initialization,2642.881,2642.881,2642.881,yolov8n,82.318074,1,onnxrt_cuda,1,ok,0.0
onnxruntime,99.988701,,onnx_node,Conv:/model.0/conv/Conv_fence_before,0.002,0.0017,0.001,yolov8n,5.3e-05,281,onnxrt_cuda,60,ok,0.000458
onnxruntime,97.491208,,onnx_node,Conv:/model.0/conv/Conv_kernel_time,1698.717,28.83325,0.46,yolov8n,0.898072,5,onnxrt_cuda,60,ok,217.40035
onnxruntime,99.99078,,onnx_node,Conv:/model.0/conv/Conv_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,340,onnxrt_cuda,15,ok,0.0
onnxruntime,99.98956,,onnx_node,Sigmoid:/model.0/act/Sigmoid_fence_before,0.002,0.001117,0.001,yolov8n,3.5e-05,303,onnxrt_cuda,60,ok,0.000321
onnxruntime,99.459658,,onnx_node,Sigmoid:/model.0/act/Sigmoid_kernel_time,21.136,0.436133,0.079,yolov8n,0.013584,69,onnxrt_cuda,60,ok,2.694906
onnxruntime,99.990812,,onnx_node,Sigmoid:/model.0/act/Sigmoid_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,341,onnxrt_cuda,39,ok,0.0
onnxruntime,99.990843,,onnx_node,Mul:/model.0/act/Mul_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,342,onnxrt_cuda,60,ok,0.0
onnxruntime,99.731868,,onnx_node,Mul:/model.0/act/Mul_kernel_time,0.276,0.074367,0.067,yolov8n,0.002316,116,onnxrt_cuda,60,ok,0.02643
onnxruntime,99.990874,,onnx_node,Mul:/model.0/act/Mul_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,343,onnxrt_cuda,7,ok,0.0
onnxruntime,99.990905,,onnx_node,Conv:/model.1/conv/Conv_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,344,onnxrt_cuda,32,ok,0.0
onnxruntime,97.573384,,onnx_node,Conv:/model.1/conv/Conv_kernel_time,139.414,2.638317,0.298,yolov8n,0.082176,6,onnxrt_cuda,60,ok,17.806688
onnxruntime,99.990936,,onnx_node,Conv:/model.1/conv/Conv_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,345,onnxrt_cuda,27,ok,0.0
onnxruntime,99.990967,,onnx_node,Sigmoid:/model.1/act/Sigmoid_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,346,onnxrt_cuda,39,ok,0.0
onnxruntime,99.853625,,onnx_node,Sigmoid:/model.1/act/Sigmoid_kernel_time,0.129,0.06615,0.061,yolov8n,0.00206,172,onnxrt_cuda,60,ok,0.008633
onnxruntime,99.990998,,onnx_node,Sigmoid:/model.1/act/Sigmoid_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,347,onnxrt_cuda,4,ok,0.0
onnxruntime,99.99103,,onnx_node,Mul:/model.1/act/Mul_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,348,onnxrt_cuda,15,ok,0.0
onnxruntime,99.929455,,onnx_node,Mul:/model.1/act/Mul_kernel_time,0.103,0.0622,0.056,yolov8n,0.001937,210,onnxrt_cuda,60,ok,0.008759
onnxruntime,99.076116,,onnx_node,Conv:/model.2/cv1/conv/Conv_kernel_time,31.407,0.784133,0.251,yolov8n,0.024423,51,onnxrt_cuda,60,ok,3.986791
onnxruntime,99.991061,,onnx_node,Conv:/model.2/cv1/conv/Conv_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,349,onnxrt_cuda,5,ok,0.0
onnxruntime,99.991092,,onnx_node,Sigmoid:/model.2/cv1/act/Sigmoid_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,350,onnxrt_cuda,3,ok,0.0
onnxruntime,99.933307,,onnx_node,Sigmoid:/model.2/cv1/act/Sigmoid_kernel_time,0.136,0.0618,0.057,yolov8n,0.001925,212,onnxrt_cuda,60,ok,0.010001
onnxruntime,99.991123,,onnx_node,Sigmoid:/model.2/cv1/act/Sigmoid_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,351,onnxrt_cuda,1,ok,0.0
onnxruntime,99.991154,,onnx_node,Mul:/model.2/cv1/act/Mul_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,352,onnxrt_cuda,37,ok,0.0
onnxruntime,99.950275,,onnx_node,Mul:/model.2/cv1/act/Mul_kernel_time,0.098,0.059417,0.054,yolov8n,0.001851,221,onnxrt_cuda,60,ok,0.008891
onnxruntime,99.489495,,onnx_node,Split:/model.2/Split_kernel_time,2.118,0.295567,0.247,yolov8n,0.009206,72,onnxrt_cuda,60,ok,0.238281
onnxruntime,99.991185,,onnx_node,Split:/model.2/Split_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,353,onnxrt_cuda,1,ok,0.0
onnxruntime,99.991217,,onnx_node,Conv:/model.2/m.0/cv1/conv/Conv_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,354,onnxrt_cuda,14,ok,0.0
onnxruntime,97.925637,,onnx_node,Conv:/model.2/m.0/cv1/conv/Conv_kernel_time,56.356,1.235667,0.285,yolov8n,0.038487,13,onnxrt_cuda,60,ok,7.176078
onnxruntime,99.991248,,onnx_node,Conv:/model.2/m.0/cv1/conv/Conv_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,355,onnxrt_cuda,3,ok,0.0
onnxruntime,99.991279,,onnx_node,Sigmoid:/model.2/m.0/cv1/act/Sigmoid_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,356,onnxrt_cuda,22,ok,0.0
onnxruntime,99.859752,,onnx_node,Sigmoid:/model.2/m.0/cv1/act/Sigmoid_kernel_time,0.139,0.06545,0.06,yolov8n,0.002039,175,onnxrt_cuda,60,ok,0.00979
onnxruntime,99.99131,,onnx_node,Sigmoid:/model.2/m.0/cv1/act/Sigmoid_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,357,onnxrt_cuda,1,ok,0.0
onnxruntime,99.991341,,onnx_node,Mul:/model.2/m.0/cv1/act/Mul_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,358,onnxrt_cuda,7,ok,0.0
onnxruntime,99.913894,,onnx_node,Mul:/model.2/m.0/cv1/act/Mul_kernel_time,0.109,0.062767,0.056,yolov8n,0.001955,202,onnxrt_cuda,60,ok,0.009213
onnxruntime,99.991372,,onnx_node,Mul:/model.2/m.0/cv1/act/Mul_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,359,onnxrt_cuda,2,ok,0.0
onnxruntime,99.991403,,onnx_node,Conv:/model.2/m.0/cv2/conv/Conv_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,360,onnxrt_cuda,5,ok,0.0
onnxruntime,97.962781,,onnx_node,Conv:/model.2/m.0/cv2/conv/Conv_kernel_time,56.789,1.19255,0.23,yolov8n,0.037144,14,onnxrt_cuda,60,ok,7.238085
onnxruntime,99.991435,,onnx_node,Conv:/model.2/m.0/cv2/conv/Conv_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,361,onnxrt_cuda,2,ok,0.0
onnxruntime,99.991466,,onnx_node,Sigmoid:/model.2/m.0/cv2/act/Sigmoid_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,362,onnxrt_cuda,10,ok,0.0
onnxruntime,99.909974,,onnx_node,Sigmoid:/model.2/m.0/cv2/act/Sigmoid_kernel_time,0.127,0.063333,0.058,yolov8n,0.001973,200,onnxrt_cuda,60,ok,0.011019
onnxruntime,99.991497,,onnx_node,Mul:/model.2/m.0/cv2/act/Mul_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,363,onnxrt_cuda,3,ok,0.0
onnxruntime,99.892099,,onnx_node,Mul:/model.2/m.0/cv2/act/Mul_kernel_time,0.134,0.0643,0.053,yolov8n,0.002003,191,onnxrt_cuda,60,ok,0.01986
onnxruntime,99.991528,,onnx_node,Mul:/model.2/m.0/cv2/act/Mul_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,364,onnxrt_cuda,3,ok,0.0
onnxruntime,99.989629,,onnx_node,Add:/model.2/m.0/Add_fence_before,0.002,0.001114,0.001,yolov8n,3.5e-05,305,onnxrt_cuda,44,ok,0.000317
onnxruntime,99.695408,,onnx_node,Add:/model.2/m.0/Add_kernel_time,0.165,0.097383,0.056,yolov8n,0.003033,101,onnxrt_cuda,60,ok,0.0346
onnxruntime,99.990364,,onnx_node,Concat:/model.2/Concat_fence_before,0.002,0.001043,0.001,yolov8n,3.2e-05,327,onnxrt_cuda,46,ok,0.000204
onnxruntime,99.480289,,onnx_node,Concat:/model.2/Concat_kernel_time,0.434,0.300867,0.239,yolov8n,0.009371,71,onnxrt_cuda,60,ok,0.040991
onnxruntime,99.991559,,onnx_node,Conv:/model.2/cv2/conv/Conv_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,365,onnxrt_cuda,25,ok,0.0
onnxruntime,98.566973,,onnx_node,Conv:/model.2/cv2/conv/Conv_kernel_time,33.817,0.975433,0.359,yolov8n,0.030382,32,onnxrt_cuda,60,ok,4.275814
onnxruntime,99.990069,,onnx_node,Conv:/model.2/cv2/conv/Conv_fence_after,0.002,0.001063,0.001,yolov8n,3.3e-05,318,onnxrt_cuda,16,ok,0.000242
onnxruntime,99.99159,,onnx_node,Sigmoid:/model.2/cv2/act/Sigmoid_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,366,onnxrt_cuda,49,ok,0.0
onnxruntime,99.715498,,onnx_node,Sigmoid:/model.2/cv2/act/Sigmoid_kernel_time,0.196,0.076517,0.063,yolov8n,0.002383,109,onnxrt_cuda,60,ok,0.021723
onnxruntime,99.991621,,onnx_node,Sigmoid:/model.2/cv2/act/Sigmoid_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,367,onnxrt_cuda,2,ok,0.0
onnxruntime,99.990135,,onnx_node,Mul:/model.2/cv2/act/Mul_fence_before,0.002,0.001056,0.001,yolov8n,3.3e-05,320,onnxrt_cuda,36,ok,0.000229
onnxruntime,99.820344,,onnx_node,Mul:/model.2/cv2/act/Mul_kernel_time,0.104,0.0676,0.06,yolov8n,0.002106,156,onnxrt_cuda,60,ok,0.009142
onnxruntime,99.991653,,onnx_node,Conv:/model.3/conv/Conv_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,368,onnxrt_cuda,41,ok,0.0
onnxruntime,97.636173,,onnx_node,Conv:/model.3/conv/Conv_kernel_time,102.696,2.015883,0.272,yolov8n,0.062789,7,onnxrt_cuda,60,ok,13.107543
onnxruntime,99.991684,,onnx_node,Conv:/model.3/conv/Conv_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,369,onnxrt_cuda,7,ok,0.0
onnxruntime,99.988034,,onnx_node,Sigmoid:/model.3/act/Sigmoid_fence_before,0.04,0.002864,0.001,yolov8n,8.9e-05,271,onnxrt_cuda,22,ok,0.008109
onnxruntime,99.70585,,onnx_node,Sigmoid:/model.3/act/Sigmoid_kernel_time,0.144,0.0788,0.061,yolov8n,0.002454,105,onnxrt_cuda,60,ok,0.022919
onnxruntime,99.991715,,onnx_node,Mul:/model.3/act/Mul_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,370,onnxrt_cuda,13,ok,0.0
onnxruntime,99.720228,,onnx_node,Mul:/model.3/act/Mul_kernel_time,0.138,0.075583,0.057,yolov8n,0.002354,111,onnxrt_cuda,60,ok,0.019357
onnxruntime,99.990717,,onnx_node,Conv:/model.4/cv1/conv/Conv_fence_before,0.002,0.001024,0.001,yolov8n,3.2e-05,338,onnxrt_cuda,41,ok,0.000154
onnxruntime,98.820213,,onnx_node,Conv:/model.4/cv1/conv/Conv_kernel_time,29.279,0.863017,0.332,yolov8n,0.02688,41,onnxrt_cuda,60,ok,3.699586
onnxruntime,99.991746,,onnx_node,Conv:/model.4/cv1/conv/Conv_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,371,onnxrt_cuda,9,ok,0.0
onnxruntime,99.989455,,onnx_node,Sigmoid:/model.4/cv1/act/Sigmoid_fence_before,0.004,0.001125,0.001,yolov8n,3.5e-05,300,onnxrt_cuda,40,ok,0.000509
onnxruntime,99.761417,,onnx_node,Sigmoid:/model.4/cv1/act/Sigmoid_kernel_time,0.143,0.072283,0.061,yolov8n,0.002251,129,onnxrt_cuda,60,ok,0.012541
onnxruntime,99.991777,,onnx_node,Mul:/model.4/cv1/act/Mul_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,372,onnxrt_cuda,18,ok,0.0
onnxruntime,99.822443,,onnx_node,Mul:/model.4/cv1/act/Mul_kernel_time,0.23,0.0674,0.059,yolov8n,0.002099,157,onnxrt_cuda,60,ok,0.021569
onnxruntime,99.991808,,onnx_node,Mul:/model.4/cv1/act/Mul_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,373,onnxrt_cuda,1,ok,0.0
onnxruntime,99.991839,,onnx_node,Split:/model.4/Split_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,374,onnxrt_cuda,21,ok,0.0
onnxruntime,99.498523,,onnx_node,Split:/model.4/Split_kernel_time,0.747,0.28985,0.23,yolov8n,0.009028,73,onnxrt_cuda,60,ok,0.069689
onnxruntime,99.991871,,onnx_node,Split:/model.4/Split_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,375,onnxrt_cuda,4,ok,0.0
onnxruntime,99.991902,,onnx_node,Conv:/model.4/m.0/cv1/conv/Conv_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,376,onnxrt_cuda,15,ok,0.0
onnxruntime,98.279699,,onnx_node,Conv:/model.4/m.0/cv1/conv/Conv_kernel_time,46.941,1.08815,0.256,yolov8n,0.033893,23,onnxrt_cuda,60,ok,5.969657
onnxruntime,99.991933,,onnx_node,Conv:/model.4/m.0/cv1/conv/Conv_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,377,onnxrt_cuda,4,ok,0.0
onnxruntime,99.991964,,onnx_node,Sigmoid:/model.4/m.0/cv1/act/Sigmoid_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,378,onnxrt_cuda,9,ok,0.0
onnxruntime,99.8679,,onnx_node,Sigmoid:/model.4/m.0/cv1/act/Sigmoid_kernel_time,0.153,0.065333,0.059,yolov8n,0.002035,179,onnxrt_cuda,60,ok,0.012744
onnxruntime,99.991995,,onnx_node,Mul:/model.4/m.0/cv1/act/Mul_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,379,onnxrt_cuda,8,ok,0.0
onnxruntime,99.963157,,onnx_node,Mul:/model.4/m.0/cv1/act/Mul_kernel_time,0.103,0.058683,0.055,yolov8n,0.001828,228,onnxrt_cuda,60,ok,0.00631
onnxruntime,99.992026,,onnx_node,Mul:/model.4/m.0/cv1/act/Mul_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,380,onnxrt_cuda,1,ok,0.0
onnxruntime,99.992057,,onnx_node,Conv:/model.4/m.0/cv2/conv/Conv_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,381,onnxrt_cuda,1,ok,0.0
onnxruntime,98.444101,,onnx_node,Conv:/model.4/m.0/cv2/conv/Conv_kernel_time,46.097,0.99825,0.219,yolov8n,0.031093,28,onnxrt_cuda,60,ok,5.871377
onnxruntime,99.992089,,onnx_node,Conv:/model.4/m.0/cv2/conv/Conv_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,382,onnxrt_cuda,3,ok,0.0
onnxruntime,99.99212,,onnx_node,Sigmoid:/model.4/m.0/cv2/act/Sigmoid_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,383,onnxrt_cuda,1,ok,0.0
onnxruntime,99.944706,,onnx_node,Sigmoid:/model.4/m.0/cv2/act/Sigmoid_kernel_time,0.124,0.059917,0.056,yolov8n,0.001866,218,onnxrt_cuda,60,ok,0.008521
onnxruntime,99.992151,,onnx_node,Mul:/model.4/m.0/cv2/act/Mul_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,384,onnxrt_cuda,1,ok,0.0
onnxruntime,99.966777,,onnx_node,Mul:/model.4/m.0/cv2/act/Mul_kernel_time,0.095,0.05775,0.053,yolov8n,0.001799,230,onnxrt_cuda,60,ok,0.006215
onnxruntime,99.992182,,onnx_node,Add:/model.4/m.0/Add_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,385,onnxrt_cuda,10,ok,0.0
onnxruntime,99.972015,,onnx_node,Add:/model.4/m.0/Add_kernel_time,0.094,0.055833,0.052,yolov8n,0.001739,233,onnxrt_cuda,60,ok,0.005283
onnxruntime,99.992213,,onnx_node,Conv:/model.4/m.1/cv1/conv/Conv_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,386,onnxrt_cuda,1,ok,0.0
onnxruntime,98.475115,,onnx_node,Conv:/model.4/m.1/cv1/conv/Conv_kernel_time,46.222,0.995733,0.215,yolov8n,0.031014,29,onnxrt_cuda,60,ok,5.888003
onnxruntime,99.992244,,onnx_node,Conv:/model.4/m.1/cv1/conv/Conv_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,387,onnxrt_cuda,2,ok,0.0
onnxruntime,99.992276,,onnx_node,Sigmoid:/model.4/m.1/cv1/act/Sigmoid_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,388,onnxrt_cuda,10,ok,0.0
onnxruntime,99.937155,,onnx_node,Sigmoid:/model.4/m.1/cv1/act/Sigmoid_kernel_time,0.13,0.061767,0.054,yolov8n,0.001924,214,onnxrt_cuda,60,ok,0.011609
onnxruntime,99.992307,,onnx_node,Mul:/model.4/m.1/cv1/act/Mul_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,389,onnxrt_cuda,2,ok,0.0
onnxruntime,99.955817,,onnx_node,Mul:/model.4/m.1/cv1/act/Mul_kernel_time,0.116,0.059217,0.054,yolov8n,0.001844,224,onnxrt_cuda,60,ok,0.009281
onnxruntime,99.992338,,onnx_node,Conv:/model.4/m.1/cv2/conv/Conv_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,390,onnxrt_cuda,5,ok,0.0
onnxruntime,98.506078,,onnx_node,Conv:/model.4/m.1/cv2/conv/Conv_kernel_time,46.146,0.994067,0.213,yolov8n,0.030962,30,onnxrt_cuda,60,ok,5.878347
onnxruntime,99.992369,,onnx_node,Conv:/model.4/m.1/cv2/conv/Conv_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,391,onnxrt_cuda,1,ok,0.0
onnxruntime,99.989169,,onnx_node,Sigmoid:/model.4/m.1/cv2/act/Sigmoid_fence_before,0.002,0.001222,0.001,yolov8n,3.8e-05,292,onnxrt_cuda,9,ok,0.000416
onnxruntime,99.847441,,onnx_node,Sigmoid:/model.4/m.1/cv2/act/Sigmoid_kernel_time,0.133,0.066267,0.055,yolov8n,0.002064,169,onnxrt_cuda,60,ok,0.017228
onnxruntime,99.9924,,onnx_node,Sigmoid:/model.4/m.1/cv2/act/Sigmoid_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,392,onnxrt_cuda,2,ok,0.0
onnxruntime,99.759165,,onnx_node,Mul:/model.4/m.1/cv2/act/Mul_kernel_time,0.114,0.07235,0.053,yolov8n,0.002253,128,onnxrt_cuda,60,ok,0.019612
onnxruntime,99.992431,,onnx_node,Add:/model.4/m.1/Add_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,393,onnxrt_cuda,12,ok,0.0
onnxruntime,99.765915,,onnx_node,Add:/model.4/m.1/Add_kernel_time,0.215,0.0722,0.052,yolov8n,0.002249,131,onnxrt_cuda,60,ok,0.024754
onnxruntime,99.992462,,onnx_node,Add:/model.4/m.1/Add_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,394,onnxrt_cuda,2,ok,0.0
onnxruntime,99.990621,,onnx_node,Concat:/model.4/Concat_fence_before,0.002,0.001029,0.001,yolov8n,3.2e-05,335,onnxrt_cuda,34,ok,0.000169
onnxruntime,99.524376,,onnx_node,Concat:/model.4/Concat_kernel_time,0.668,0.2755,0.205,yolov8n,0.008581,76,onnxrt_cuda,60,ok,0.058799
onnxruntime,99.992494,,onnx_node,Conv:/model.4/cv2/conv/Conv_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,395,onnxrt_cuda,6,ok,0.0
onnxruntime,98.682762,,onnx_node,Conv:/model.4/cv2/conv/Conv_kernel_time,32.321,0.908033,0.315,yolov8n,0.028283,36,onnxrt_cuda,60,ok,4.089704
onnxruntime,99.992525,,onnx_node,Conv:/model.4/cv2/conv/Conv_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,396,onnxrt_cuda,15,ok,0.0
onnxruntime,99.990102,,onnx_node,Sigmoid:/model.4/cv2/act/Sigmoid_fence_before,0.002,0.001057,0.001,yolov8n,3.3e-05,319,onnxrt_cuda,53,ok,0.000231
onnxruntime,99.743313,,onnx_node,Sigmoid:/model.4/cv2/act/Sigmoid_kernel_time,0.131,0.0731,0.063,yolov8n,0.002277,121,onnxrt_cuda,60,ok,0.012569
onnxruntime,99.992556,,onnx_node,Mul:/model.4/cv2/act/Mul_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,397,onnxrt_cuda,25,ok,0.0
onnxruntime,99.849503,,onnx_node,Mul:/model.4/cv2/act/Mul_kernel_time,0.115,0.0662,0.058,yolov8n,0.002062,170,onnxrt_cuda,60,ok,0.010186
onnxruntime,99.992587,,onnx_node,Conv:/model.5/conv/Conv_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,398,onnxrt_cuda,37,ok,0.0
onnxruntime,98.766294,,onnx_node,Conv:/model.5/conv/Conv_kernel_time,33.191,0.88015,0.236,yolov8n,0.027414,39,onnxrt_cuda,60,ok,4.206656
onnxruntime,99.992618,,onnx_node,Conv:/model.5/conv/Conv_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,399,onnxrt_cuda,7,ok,0.0
onnxruntime,99.992649,,onnx_node,Sigmoid:/model.5/act/Sigmoid_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,400,onnxrt_cuda,8,ok,0.0
onnxruntime,99.855669,,onnx_node,Sigmoid:/model.5/act/Sigmoid_kernel_time,0.163,0.065633,0.058,yolov8n,0.002044,173,onnxrt_cuda,60,ok,0.013533
onnxruntime,99.99268,,onnx_node,Mul:/model.5/act/Mul_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,401,onnxrt_cuda,7,ok,0.0
onnxruntime,99.935231,,onnx_node,Mul:/model.5/act/Mul_kernel_time,0.117,0.061783,0.055,yolov8n,0.001924,213,onnxrt_cuda,60,ok,0.008608
onnxruntime,99.988347,,onnx_node,Conv:/model.6/cv1/conv/Conv_fence_before,0.026,0.002389,0.001,yolov8n,7.4e-05,275,onnxrt_cuda,18,ok,0.005727
onnxruntime,99.311839,,onnx_node,Conv:/model.6/cv1/conv/Conv_kernel_time,29.004,0.719233,0.213,yolov8n,0.022402,61,onnxrt_cuda,60,ok,3.68245
onnxruntime,99.992712,,onnx_node,Conv:/model.6/cv1/conv/Conv_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,402,onnxrt_cuda,4,ok,0.0
onnxruntime,99.992743,,onnx_node,Sigmoid:/model.6/cv1/act/Sigmoid_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,403,onnxrt_cuda,38,ok,0.0
onnxruntime,99.88207,,onnx_node,Sigmoid:/model.6/cv1/act/Sigmoid_kernel_time,0.123,0.064783,0.056,yolov8n,0.002018,186,onnxrt_cuda,60,ok,0.014719
onnxruntime,99.992774,,onnx_node,Mul:/model.6/cv1/act/Mul_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,404,onnxrt_cuda,4,ok,0.0
onnxruntime,99.738755,,onnx_node,Mul:/model.6/cv1/act/Mul_kernel_time,0.106,0.073333,0.054,yolov8n,0.002284,119,onnxrt_cuda,60,ok,0.019154
onnxruntime,99.992805,,onnx_node,Split:/model.6/Split_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,405,onnxrt_cuda,9,ok,0.0
onnxruntime,99.507171,,onnx_node,Split:/model.6/Split_kernel_time,0.643,0.277633,0.211,yolov8n,0.008647,74,onnxrt_cuda,60,ok,0.058291
onnxruntime,99.987652,,onnx_node,Conv:/model.6/m.0/cv1/conv/Conv_fence_before,0.03,0.0034,0.001,yolov8n,0.000106,267,onnxrt_cuda,35,ok,0.007842
onnxruntime,98.071823,,onnx_node,Conv:/model.6/m.0/cv1/conv/Conv_kernel_time,50.131,1.160433,0.256,yolov8n,0.036144,17,onnxrt_cuda,60,ok,6.375513
onnxruntime,99.989936,,onnx_node,Conv:/model.6/m.0/cv1/conv/Conv_fence_after,0.002,0.001077,0.001,yolov8n,3.4e-05,314,onnxrt_cuda,13,ok,0.000266
onnxruntime,99.992836,,onnx_node,Sigmoid:/model.6/m.0/cv1/act/Sigmoid_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,406,onnxrt_cuda,25,ok,0.0
onnxruntime,99.70093,,onnx_node,Sigmoid:/model.6/m.0/cv1/act/Sigmoid_kernel_time,0.258,0.082033,0.064,yolov8n,0.002555,103,onnxrt_cuda,60,ok,0.027741
onnxruntime,99.992867,,onnx_node,Mul:/model.6/m.0/cv1/act/Mul_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,407,onnxrt_cuda,28,ok,0.0
onnxruntime,99.781495,,onnx_node,Mul:/model.6/m.0/cv1/act/Mul_kernel_time,0.124,0.071017,0.058,yolov8n,0.002212,138,onnxrt_cuda,60,ok,0.016554
onnxruntime,99.985575,,onnx_node,Conv:/model.6/m.0/cv2/conv/Conv_fence_before,0.03,0.007,0.001,yolov8n,0.000218,253,onnxrt_cuda,5,ok,0.011507
onnxruntime,98.313513,,onnx_node,Conv:/model.6/m.0/cv2/conv/Conv_kernel_time,49.811,1.085617,0.241,yolov8n,0.033814,24,onnxrt_cuda,60,ok,6.343526
onnxruntime,99.992898,,onnx_node,Conv:/model.6/m.0/cv2/conv/Conv_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,408,onnxrt_cuda,5,ok,0.0
onnxruntime,99.989869,,onnx_node,Sigmoid:/model.6/m.0/cv2/act/Sigmoid_fence_before,0.002,0.001083,0.001,yolov8n,3.4e-05,312,onnxrt_cuda,12,ok,0.000276
onnxruntime,99.857713,,onnx_node,Sigmoid:/model.6/m.0/cv2/act/Sigmoid_kernel_time,0.172,0.065633,0.057,yolov8n,0.002044,174,onnxrt_cuda,60,ok,0.016308
onnxruntime,99.99293,,onnx_node,Sigmoid:/model.6/m.0/cv2/act/Sigmoid_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,409,onnxrt_cuda,1,ok,0.0
onnxruntime,99.992961,,onnx_node,Mul:/model.6/m.0/cv2/act/Mul_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,410,onnxrt_cuda,21,ok,0.0
onnxruntime,99.871963,,onnx_node,Mul:/model.6/m.0/cv2/act/Mul_kernel_time,0.122,0.065183,0.055,yolov8n,0.00203,181,onnxrt_cuda,60,ok,0.017935
onnxruntime,99.722573,,onnx_node,Add:/model.6/m.0/Add_kernel_time,0.15,0.075283,0.054,yolov8n,0.002345,112,onnxrt_cuda,60,ok,0.02474
onnxruntime,99.992992,,onnx_node,Add:/model.6/m.0/Add_fence_after,0.001,0.001,0.001,yolov8n,3.1e-05,411,onnxrt_cuda,1,ok,0.0
onnxruntime,99.993023,,onnx_node,Conv:/model.6/m.1/cv1/conv/Conv_fence_before,0.001,0.001,0.001,yolov8n,3.1e-05,412,onnxrt_cuda,7,ok,0.0
