model,runtime,group_index,group_key,group_label,group_type,mean_ms,power_gpu_mw,power_total_mw,ops,input_shape,output_shape,param_count
mobilenetv3s,pytorch_cpu,40,features.8.block.2.fc1,"040. features.8.block.2.fc1 [conv-act]
in 1x144x1x1 | out 1x40x1x1 | params 5.8K",conv-act,0.423143,0.0,0.0,2,1x144x1x1,1x40x1x1,5800.0
mobilenetv3s,pytorch_cpu,41,features.8.block.2.fc2,"041. features.8.block.2.fc2 [conv-act]
in 1x40x1x1 | out 1x144x1x1 | params 5.9K",conv-act,0.286036,0.0,0.0,2,1x40x1x1,1x144x1x1,5904.0
mobilenetv3s,pytorch_cpu,42,features.8.block.3.0,"042. features.8.block.3.0 [conv-norm]
in 1x144x14x14 | out 1x48x14x14 | params 7.0K",conv-norm,2.3242279999999997,0.0,0.0,2,1x144x14x14,1x48x14x14,7008.0
mobilenetv3s,pytorch_cpu,43,features.9.block.0.0,"043. features.9.block.0.0 [conv-norm-act]
in 1x48x14x14 | out 1x288x14x14 | params 14.4K",conv-norm-act,2.329535,0.0,0.0,3,1x48x14x14,1x288x14x14,14400.0
mobilenetv3s,pytorch_cpu,44,features.9.block.1.0,"044. features.9.block.1.0 [conv-norm-act]
in 1x288x14x14 | out 1x288x7x7 | params 7.8K",conv-norm-act,35.030828,0.0,0.0,3,1x288x14x14,1x288x7x7,7776.0
mobilenetv3s,pytorch_cpu,45,features.9.block.2.avgpool,"045. features.9.block.2.avgpool [pool]
in 1x288x7x7 | out 1x288x1x1 | params 0",pool,0.271142,0.0,0.0,1,1x288x7x7,1x288x1x1,0.0
mobilenetv3s,pytorch_cpu,46,features.9.block.2.fc1,"046. features.9.block.2.fc1 [conv-act]
in 1x288x1x1 | out 1x72x1x1 | params 20.8K",conv-act,0.436175,0.0,0.0,2,1x288x1x1,1x72x1x1,20808.0
mobilenetv3s,pytorch_cpu,47,features.9.block.2.fc2,"047. features.9.block.2.fc2 [conv-act]
in 1x72x1x1 | out 1x288x1x1 | params 21.0K",conv-act,0.353642,0.0,0.0,2,1x72x1x1,1x288x1x1,21024.0
mobilenetv3s,pytorch_cpu,48,features.9.block.3.0,"048. features.9.block.3.0 [conv-norm]
in 1x288x7x7 | out 1x96x7x7 | params 27.8K",conv-norm,2.525781,0.0,0.0,2,1x288x7x7,1x96x7x7,27840.0
mobilenetv3s,pytorch_cpu,49,features.10.block.0.0,"049. features.10.block.0.0 [conv-norm-act]
in 1x96x7x7 | out 1x576x7x7 | params 56.4K",conv-norm-act,2.357748,0.0,0.0,3,1x96x7x7,1x576x7x7,56448.0
mobilenetv3s,pytorch_cpu,50,features.10.block.1.0,"050. features.10.block.1.0 [conv-norm-act]
in 1x576x7x7 | out 1x576x7x7 | params 15.6K",conv-norm-act,62.57635199999999,0.0,0.0,3,1x576x7x7,1x576x7x7,15552.0
mobilenetv3s,pytorch_cpu,51,features.10.block.2.avgpool,"051. features.10.block.2.avgpool [pool]
in 1x576x7x7 | out 1x576x1x1 | params 0",pool,0.345279,0.0,0.0,1,1x576x7x7,1x576x1x1,0.0
mobilenetv3s,pytorch_cpu,52,features.10.block.2.fc1,"052. features.10.block.2.fc1 [conv-act]
in 1x576x1x1 | out 1x144x1x1 | params 83.1K",conv-act,0.712345,0.0,0.0,2,1x576x1x1,1x144x1x1,83088.0
mobilenetv3s,pytorch_cpu,53,features.10.block.2.fc2,"053. features.10.block.2.fc2 [conv-act]
in 1x144x1x1 | out 1x576x1x1 | params 83.5K",conv-act,0.8688130000000001,0.0,0.0,2,1x144x1x1,1x576x1x1,83520.0
mobilenetv3s,pytorch_cpu,54,features.10.block.3.0,"054. features.10.block.3.0 [conv-norm]
in 1x576x7x7 | out 1x96x7x7 | params 55.5K",conv-norm,3.049797,0.0,0.0,2,1x576x7x7,1x96x7x7,55488.0
mobilenetv3s,pytorch_cpu,55,features.11.block.0.0,"055. features.11.block.0.0 [conv-norm-act]
in 1x96x7x7 | out 1x576x7x7 | params 56.4K",conv-norm-act,2.30835,0.0,0.0,3,1x96x7x7,1x576x7x7,56448.0
mobilenetv3s,pytorch_cpu,56,features.11.block.1.0,"056. features.11.block.1.0 [conv-norm-act]
in 1x576x7x7 | out 1x576x7x7 | params 15.6K",conv-norm-act,60.687179,0.0,0.0,3,1x576x7x7,1x576x7x7,15552.0
mobilenetv3s,pytorch_cpu,57,features.11.block.2.avgpool,"057. features.11.block.2.avgpool [pool]
in 1x576x7x7 | out 1x576x1x1 | params 0",pool,0.40063,0.0,0.0,1,1x576x7x7,1x576x1x1,0.0
mobilenetv3s,pytorch_cpu,58,features.11.block.2.fc1,"058. features.11.block.2.fc1 [conv-act]
in 1x576x1x1 | out 1x144x1x1 | params 83.1K",conv-act,0.8225830000000001,0.0,0.0,2,1x576x1x1,1x144x1x1,83088.0
mobilenetv3s,pytorch_cpu,59,features.11.block.2.fc2,"059. features.11.block.2.fc2 [conv-act]
in 1x144x1x1 | out 1x576x1x1 | params 83.5K",conv-act,0.694187,0.0,0.0,2,1x144x1x1,1x576x1x1,83520.0
mobilenetv3s,pytorch_cpu,60,features.11.block.3.0,"060. features.11.block.3.0 [conv-norm]
in 1x576x7x7 | out 1x96x7x7 | params 55.5K",conv-norm,2.776373,0.0,0.0,2,1x576x7x7,1x96x7x7,55488.0
mobilenetv3s,pytorch_cpu,61,features.12.0,"061. features.12.0 [conv-norm-act]
in 1x96x7x7 | out 1x576x7x7 | params 56.4K",conv-norm-act,2.234329,0.0,0.0,3,1x96x7x7,1x576x7x7,56448.0
mobilenetv3s,pytorch_cpu,62,avgpool,"062. avgpool [pool]
in 1x576x7x7 | out 1x576x1x1 | params 0",pool,0.353816,0.0,0.0,1,1x576x7x7,1x576x1x1,0.0
mobilenetv3s,pytorch_cpu,63,classifier.0,"063. classifier.0 [act-fc]
in 1x576 | out 1x1024 | params 590.8K",act-fc,2.9880259999999996,0.0,0.0,2,1x576,1x1024,590848.0
mobilenetv3s,pytorch_cpu,64,classifier.2,"064. classifier.2 [Dropout]
in 1x1024 | out 1x1024 | params 0",Dropout,0.078441,0.0,0.0,1,1x1024,1x1024,0.0
mobilenetv3s,pytorch_cpu,65,classifier.3,"065. classifier.3 [fc]
in 1x1024 | out 1x1000 | params 1.02M",fc,6.72308,0.0,0.0,1,1x1024,1x1000,1025000.0
mobilenetv3s,pytorch_cuda,1,features.0.0,"001. features.0.0 [conv-norm-act]
in 1x3x224x224 | out 1x16x112x112 | params 464",conv-norm-act,1.8324449999999999,0.0,0.0,3,1x3x224x224,1x16x112x112,464.0
mobilenetv3s,pytorch_cuda,2,features.1.block.0.0,"002. features.1.block.0.0 [conv-norm-act]
in 1x16x112x112 | out 1x16x56x56 | params 176",conv-norm-act,1.103427,0.0,0.0,3,1x16x112x112,1x16x56x56,176.0
mobilenetv3s,pytorch_cuda,3,features.1.block.1.avgpool,"003. features.1.block.1.avgpool [pool]
in 1x16x56x56 | out 1x16x1x1 | params 0",pool,0.307092,0.0,0.0,1,1x16x56x56,1x16x1x1,0.0
mobilenetv3s,pytorch_cuda,4,features.1.block.1.fc1,"004. features.1.block.1.fc1 [conv-act]
in 1x16x1x1 | out 1x8x1x1 | params 136",conv-act,1.012295,0.0,0.0,2,1x16x1x1,1x8x1x1,136.0
mobilenetv3s,pytorch_cuda,5,features.1.block.1.fc2,"005. features.1.block.1.fc2 [conv-act]
in 1x8x1x1 | out 1x16x1x1 | params 144",conv-act,0.8720729999999999,0.0,0.0,2,1x8x1x1,1x16x1x1,144.0
mobilenetv3s,pytorch_cuda,6,features.1.block.2.0,"006. features.1.block.2.0 [conv-norm]
in 1x16x56x56 | out 1x16x56x56 | params 288",conv-norm,0.877656,0.0,0.0,2,1x16x56x56,1x16x56x56,288.0
mobilenetv3s,pytorch_cuda,7,features.2.block.0.0,"007. features.2.block.0.0 [conv-norm-act]
in 1x16x56x56 | out 1x72x56x56 | params 1.3K",conv-norm-act,1.4819339999999999,0.0,0.0,3,1x16x56x56,1x72x56x56,1296.0
mobilenetv3s,pytorch_cuda,8,features.2.block.1.0,"008. features.2.block.1.0 [conv-norm-act]
in 1x72x56x56 | out 1x72x28x28 | params 792",conv-norm-act,1.0876810000000001,0.0,0.0,3,1x72x56x56,1x72x28x28,792.0
mobilenetv3s,pytorch_cuda,9,features.2.block.2.0,"009. features.2.block.2.0 [conv-norm]
in 1x72x28x28 | out 1x24x28x28 | params 1.8K",conv-norm,0.939842,0.0,0.0,2,1x72x28x28,1x24x28x28,1776.0
mobilenetv3s,pytorch_cuda,10,features.3.block.0.0,"010. features.3.block.0.0 [conv-norm-act]
in 1x24x28x28 | out 1x88x28x28 | params 2.3K",conv-norm-act,1.10549,0.0,0.0,3,1x24x28x28,1x88x28x28,2288.0
mobilenetv3s,pytorch_cuda,11,features.3.block.1.0,"011. features.3.block.1.0 [conv-norm-act]
in 1x88x28x28 | out 1x88x28x28 | params 968",conv-norm-act,1.1157949999999999,0.0,0.0,3,1x88x28x28,1x88x28x28,968.0
mobilenetv3s,pytorch_cuda,12,features.3.block.2.0,"012. features.3.block.2.0 [conv-norm]
in 1x88x28x28 | out 1x24x28x28 | params 2.2K",conv-norm,0.945043,0.0,0.0,2,1x88x28x28,1x24x28x28,2160.0
mobilenetv3s,pytorch_cuda,13,features.4.block.0.0,"013. features.4.block.0.0 [conv-norm-act]
in 1x24x28x28 | out 1x96x28x28 | params 2.5K",conv-norm-act,1.091797,0.0,0.0,3,1x24x28x28,1x96x28x28,2496.0
mobilenetv3s,pytorch_cuda,14,features.4.block.1.0,"014. features.4.block.1.0 [conv-norm-act]
in 1x96x28x28 | out 1x96x14x14 | params 2.6K",conv-norm-act,1.035868,0.0,0.0,3,1x96x28x28,1x96x14x14,2592.0
mobilenetv3s,pytorch_cuda,15,features.4.block.2.avgpool,"015. features.4.block.2.avgpool [pool]
in 1x96x14x14 | out 1x96x1x1 | params 0",pool,0.302291,0.0,0.0,1,1x96x14x14,1x96x1x1,0.0
mobilenetv3s,pytorch_cuda,16,features.4.block.2.fc1,"016. features.4.block.2.fc1 [conv-act]
in 1x96x1x1 | out 1x24x1x1 | params 2.3K",conv-act,0.967972,0.0,0.0,2,1x96x1x1,1x24x1x1,2328.0
mobilenetv3s,pytorch_cuda,17,features.4.block.2.fc2,"017. features.4.block.2.fc2 [conv-act]
in 1x24x1x1 | out 1x96x1x1 | params 2.4K",conv-act,0.914404,0.0,0.0,2,1x24x1x1,1x96x1x1,2400.0
mobilenetv3s,pytorch_cuda,18,features.4.block.3.0,"018. features.4.block.3.0 [conv-norm]
in 1x96x14x14 | out 1x40x14x14 | params 3.9K",conv-norm,0.946256,0.0,0.0,2,1x96x14x14,1x40x14x14,3920.0
mobilenetv3s,pytorch_cuda,19,features.5.block.0.0,"019. features.5.block.0.0 [conv-norm-act]
in 1x40x14x14 | out 1x240x14x14 | params 10.1K",conv-norm-act,1.107336,0.0,0.0,3,1x40x14x14,1x240x14x14,10080.0
mobilenetv3s,pytorch_cuda,20,features.5.block.1.0,"020. features.5.block.1.0 [conv-norm-act]
in 1x240x14x14 | out 1x240x14x14 | params 6.5K",conv-norm-act,1.262342,0.0,0.0,3,1x240x14x14,1x240x14x14,6480.0
mobilenetv3s,pytorch_cuda,21,features.5.block.2.avgpool,"021. features.5.block.2.avgpool [pool]
in 1x240x14x14 | out 1x240x1x1 | params 0",pool,0.288669,0.0,0.0,1,1x240x14x14,1x240x1x1,0.0
mobilenetv3s,pytorch_cuda,22,features.5.block.2.fc1,"022. features.5.block.2.fc1 [conv-act]
in 1x240x1x1 | out 1x64x1x1 | params 15.4K",conv-act,0.956923,0.0,0.0,2,1x240x1x1,1x64x1x1,15424.0
mobilenetv3s,pytorch_cuda,23,features.5.block.2.fc2,"023. features.5.block.2.fc2 [conv-act]
in 1x64x1x1 | out 1x240x1x1 | params 15.6K",conv-act,0.8324910000000001,0.0,0.0,2,1x64x1x1,1x240x1x1,15600.0
mobilenetv3s,pytorch_cuda,24,features.5.block.3.0,"024. features.5.block.3.0 [conv-norm]
in 1x240x14x14 | out 1x40x14x14 | params 9.7K",conv-norm,0.928777,0.0,0.0,2,1x240x14x14,1x40x14x14,9680.0
mobilenetv3s,pytorch_cuda,25,features.6.block.0.0,"025. features.6.block.0.0 [conv-norm-act]
in 1x40x14x14 | out 1x240x14x14 | params 10.1K",conv-norm-act,1.079104,0.0,0.0,3,1x40x14x14,1x240x14x14,10080.0
mobilenetv3s,pytorch_cuda,26,features.6.block.1.0,"026. features.6.block.1.0 [conv-norm-act]
in 1x240x14x14 | out 1x240x14x14 | params 6.5K",conv-norm-act,1.2605239999999998,0.0,0.0,3,1x240x14x14,1x240x14x14,6480.0
mobilenetv3s,pytorch_cuda,27,features.6.block.2.avgpool,"027. features.6.block.2.avgpool [pool]
in 1x240x14x14 | out 1x240x1x1 | params 0",pool,0.288663,0.0,0.0,1,1x240x14x14,1x240x1x1,0.0
mobilenetv3s,pytorch_cuda,28,features.6.block.2.fc1,"028. features.6.block.2.fc1 [conv-act]
in 1x240x1x1 | out 1x64x1x1 | params 15.4K",conv-act,0.963897,0.0,0.0,2,1x240x1x1,1x64x1x1,15424.0
mobilenetv3s,pytorch_cuda,29,features.6.block.2.fc2,"029. features.6.block.2.fc2 [conv-act]
in 1x64x1x1 | out 1x240x1x1 | params 15.6K",conv-act,0.849599,0.0,0.0,2,1x64x1x1,1x240x1x1,15600.0
mobilenetv3s,pytorch_cuda,30,features.6.block.3.0,"030. features.6.block.3.0 [conv-norm]
in 1x240x14x14 | out 1x40x14x14 | params 9.7K",conv-norm,0.929147,0.0,0.0,2,1x240x14x14,1x40x14x14,9680.0
mobilenetv3s,pytorch_cuda,31,features.7.block.0.0,"031. features.7.block.0.0 [conv-norm-act]
in 1x40x14x14 | out 1x120x14x14 | params 5.0K",conv-norm-act,1.074884,0.0,0.0,3,1x40x14x14,1x120x14x14,5040.0
mobilenetv3s,pytorch_cuda,32,features.7.block.1.0,"032. features.7.block.1.0 [conv-norm-act]
in 1x120x14x14 | out 1x120x14x14 | params 3.2K",conv-norm-act,1.063726,0.0,0.0,3,1x120x14x14,1x120x14x14,3240.0
mobilenetv3s,pytorch_cuda,33,features.7.block.2.avgpool,"033. features.7.block.2.avgpool [pool]
in 1x120x14x14 | out 1x120x1x1 | params 0",pool,0.29458,0.0,0.0,1,1x120x14x14,1x120x1x1,0.0
mobilenetv3s,pytorch_cuda,34,features.7.block.2.fc1,"034. features.7.block.2.fc1 [conv-act]
in 1x120x1x1 | out 1x32x1x1 | params 3.9K",conv-act,0.87476,0.0,0.0,2,1x120x1x1,1x32x1x1,3872.0
mobilenetv3s,pytorch_cuda,35,features.7.block.2.fc2,"035. features.7.block.2.fc2 [conv-act]
in 1x32x1x1 | out 1x120x1x1 | params 4.0K",conv-act,0.917501,0.0,0.0,2,1x32x1x1,1x120x1x1,3960.0
mobilenetv3s,pytorch_cuda,36,features.7.block.3.0,"036. features.7.block.3.0 [conv-norm]
in 1x120x14x14 | out 1x48x14x14 | params 5.9K",conv-norm,0.852885,0.0,0.0,2,1x120x14x14,1x48x14x14,5856.0
mobilenetv3s,pytorch_cuda,37,features.8.block.0.0,"037. features.8.block.0.0 [conv-norm-act]
in 1x48x14x14 | out 1x144x14x14 | params 7.2K",conv-norm-act,1.068895,0.0,0.0,3,1x48x14x14,1x144x14x14,7200.0
mobilenetv3s,pytorch_cuda,38,features.8.block.1.0,"038. features.8.block.1.0 [conv-norm-act]
in 1x144x14x14 | out 1x144x14x14 | params 3.9K",conv-norm-act,1.099629,0.0,0.0,3,1x144x14x14,1x144x14x14,3888.0
mobilenetv3s,pytorch_cuda,39,features.8.block.2.avgpool,"039. features.8.block.2.avgpool [pool]
in 1x144x14x14 | out 1x144x1x1 | params 0",pool,0.290952,0.0,0.0,1,1x144x14x14,1x144x1x1,0.0
mobilenetv3s,pytorch_cuda,40,features.8.block.2.fc1,"040. features.8.block.2.fc1 [conv-act]
in 1x144x1x1 | out 1x40x1x1 | params 5.8K",conv-act,0.942583,0.0,0.0,2,1x144x1x1,1x40x1x1,5800.0
mobilenetv3s,pytorch_cuda,41,features.8.block.2.fc2,"041. features.8.block.2.fc2 [conv-act]
in 1x40x1x1 | out 1x144x1x1 | params 5.9K",conv-act,0.839176,0.0,0.0,2,1x40x1x1,1x144x1x1,5904.0
mobilenetv3s,pytorch_cuda,42,features.8.block.3.0,"042. features.8.block.3.0 [conv-norm]
in 1x144x14x14 | out 1x48x14x14 | params 7.0K",conv-norm,0.851972,0.0,0.0,2,1x144x14x14,1x48x14x14,7008.0
mobilenetv3s,pytorch_cuda,43,features.9.block.0.0,"043. features.9.block.0.0 [conv-norm-act]
in 1x48x14x14 | out 1x288x14x14 | params 14.4K",conv-norm-act,1.117369,0.0,0.0,3,1x48x14x14,1x288x14x14,14400.0
mobilenetv3s,pytorch_cuda,44,features.9.block.1.0,"044. features.9.block.1.0 [conv-norm-act]
in 1x288x14x14 | out 1x288x7x7 | params 7.8K",conv-norm-act,0.988964,0.0,0.0,3,1x288x14x14,1x288x7x7,7776.0
mobilenetv3s,pytorch_cuda,45,features.9.block.2.avgpool,"045. features.9.block.2.avgpool [pool]
in 1x288x7x7 | out 1x288x1x1 | params 0",pool,0.290156,0.0,0.0,1,1x288x7x7,1x288x1x1,0.0
mobilenetv3s,pytorch_cuda,46,features.9.block.2.fc1,"046. features.9.block.2.fc1 [conv-act]
in 1x288x1x1 | out 1x72x1x1 | params 20.8K",conv-act,0.9381330000000001,0.0,0.0,2,1x288x1x1,1x72x1x1,20808.0
mobilenetv3s,pytorch_cuda,47,features.9.block.2.fc2,"047. features.9.block.2.fc2 [conv-act]
in 1x72x1x1 | out 1x288x1x1 | params 21.0K",conv-act,0.827808,0.0,0.0,2,1x72x1x1,1x288x1x1,21024.0
mobilenetv3s,pytorch_cuda,48,features.9.block.3.0,"048. features.9.block.3.0 [conv-norm]
in 1x288x7x7 | out 1x96x7x7 | params 27.8K",conv-norm,0.9272309999999999,0.0,0.0,2,1x288x7x7,1x96x7x7,27840.0
mobilenetv3s,pytorch_cuda,49,features.10.block.0.0,"049. features.10.block.0.0 [conv-norm-act]
in 1x96x7x7 | out 1x576x7x7 | params 56.4K",conv-norm-act,1.1501000000000001,0.0,0.0,3,1x96x7x7,1x576x7x7,56448.0
mobilenetv3s,pytorch_cuda,50,features.10.block.1.0,"050. features.10.block.1.0 [conv-norm-act]
in 1x576x7x7 | out 1x576x7x7 | params 15.6K",conv-norm-act,1.1042049999999999,0.0,0.0,3,1x576x7x7,1x576x7x7,15552.0
mobilenetv3s,pytorch_cuda,51,features.10.block.2.avgpool,"051. features.10.block.2.avgpool [pool]
in 1x576x7x7 | out 1x576x1x1 | params 0",pool,0.290077,0.0,0.0,1,1x576x7x7,1x576x1x1,0.0
mobilenetv3s,pytorch_cuda,52,features.10.block.2.fc1,"052. features.10.block.2.fc1 [conv-act]
in 1x576x1x1 | out 1x144x1x1 | params 83.1K",conv-act,0.956646,0.0,0.0,2,1x576x1x1,1x144x1x1,83088.0
mobilenetv3s,pytorch_cuda,53,features.10.block.2.fc2,"053. features.10.block.2.fc2 [conv-act]
in 1x144x1x1 | out 1x576x1x1 | params 83.5K",conv-act,0.905826,0.0,0.0,2,1x144x1x1,1x576x1x1,83520.0
mobilenetv3s,pytorch_cuda,54,features.10.block.3.0,"054. features.10.block.3.0 [conv-norm]
in 1x576x7x7 | out 1x96x7x7 | params 55.5K",conv-norm,0.924309,0.0,0.0,2,1x576x7x7,1x96x7x7,55488.0
mobilenetv3s,pytorch_cuda,55,features.11.block.0.0,"055. features.11.block.0.0 [conv-norm-act]
in 1x96x7x7 | out 1x576x7x7 | params 56.4K",conv-norm-act,1.144641,0.0,0.0,3,1x96x7x7,1x576x7x7,56448.0
mobilenetv3s,pytorch_cuda,56,features.11.block.1.0,"056. features.11.block.1.0 [conv-norm-act]
in 1x576x7x7 | out 1x576x7x7 | params 15.6K",conv-norm-act,1.106911,0.0,0.0,3,1x576x7x7,1x576x7x7,15552.0
mobilenetv3s,pytorch_cuda,57,features.11.block.2.avgpool,"057. features.11.block.2.avgpool [pool]
in 1x576x7x7 | out 1x576x1x1 | params 0",pool,0.293994,0.0,0.0,1,1x576x7x7,1x576x1x1,0.0
mobilenetv3s,pytorch_cuda,58,features.11.block.2.fc1,"058. features.11.block.2.fc1 [conv-act]
in 1x576x1x1 | out 1x144x1x1 | params 83.1K",conv-act,0.94836,0.0,0.0,2,1x576x1x1,1x144x1x1,83088.0
mobilenetv3s,pytorch_cuda,59,features.11.block.2.fc2,"059. features.11.block.2.fc2 [conv-act]
in 1x144x1x1 | out 1x576x1x1 | params 83.5K",conv-act,0.896678,0.0,0.0,2,1x144x1x1,1x576x1x1,83520.0
mobilenetv3s,pytorch_cuda,60,features.11.block.3.0,"060. features.11.block.3.0 [conv-norm]
in 1x576x7x7 | out 1x96x7x7 | params 55.5K",conv-norm,0.9233499999999999,0.0,0.0,2,1x576x7x7,1x96x7x7,55488.0
mobilenetv3s,pytorch_cuda,61,features.12.0,"061. features.12.0 [conv-norm-act]
in 1x96x7x7 | out 1x576x7x7 | params 56.4K",conv-norm-act,1.156337,0.0,0.0,3,1x96x7x7,1x576x7x7,56448.0
mobilenetv3s,pytorch_cuda,62,avgpool,"062. avgpool [pool]
in 1x576x7x7 | out 1x576x1x1 | params 0",pool,0.289096,0.0,0.0,1,1x576x7x7,1x576x1x1,0.0
mobilenetv3s,pytorch_cuda,63,classifier.0,"063. classifier.0 [act-fc]
in 1x576 | out 1x1024 | params 590.8K",act-fc,0.841423,0.0,0.0,2,1x576,1x1024,590848.0
mobilenetv3s,pytorch_cuda,64,classifier.2,"064. classifier.2 [Dropout]
in 1x1024 | out 1x1024 | params 0",Dropout,0.144522,0.0,0.0,1,1x1024,1x1024,0.0
mobilenetv3s,pytorch_cuda,65,classifier.3,"065. classifier.3 [fc]
in 1x1024 | out 1x1000 | params 1.02M",fc,0.629332,0.0,0.0,1,1x1024,1x1000,1025000.0
mobilenetv3s,tensorrt_fp16,1,TensorRT layer 001,001. TensorRT layer 001 [TensorRTLayer],TensorRTLayer,4.5,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,2,TensorRT layer 002,002. TensorRT layer 002 [TensorRTLayer],TensorRTLayer,0.8,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,3,TensorRT layer 003,003. TensorRT layer 003 [TensorRTLayer],TensorRTLayer,1.9,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,4,TensorRT layer 004,004. TensorRT layer 004 [TensorRTLayer],TensorRTLayer,0.5,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,5,TensorRT layer 005,005. TensorRT layer 005 [TensorRTLayer],TensorRTLayer,2.9,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,6,TensorRT layer 006,006. TensorRT layer 006 [TensorRTLayer],TensorRTLayer,0.7,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,7,TensorRT layer 007,007. TensorRT layer 007 [TensorRTLayer],TensorRTLayer,0.8,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,8,TensorRT layer 008,008. TensorRT layer 008 [TensorRTLayer],TensorRTLayer,2.1,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,9,TensorRT layer 009,009. TensorRT layer 009 [TensorRTLayer],TensorRTLayer,2.1,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,10,TensorRT layer 010,010. TensorRT layer 010 [TensorRTLayer],TensorRTLayer,0.6,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,11,TensorRT layer 011,011. TensorRT layer 011 [TensorRTLayer],TensorRTLayer,0.7,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,12,TensorRT layer 012,012. TensorRT layer 012 [TensorRTLayer],TensorRTLayer,1.2,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,13,TensorRT layer 013,013. TensorRT layer 013 [TensorRTLayer],TensorRTLayer,0.7,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,14,TensorRT layer 014,014. TensorRT layer 014 [TensorRTLayer],TensorRTLayer,0.7,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,15,TensorRT layer 015,015. TensorRT layer 015 [TensorRTLayer],TensorRTLayer,0.3,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,16,TensorRT layer 016,016. TensorRT layer 016 [TensorRTLayer],TensorRTLayer,1.7,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,17,TensorRT layer 017,017. TensorRT layer 017 [TensorRTLayer],TensorRTLayer,0.1,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,18,TensorRT layer 018,018. TensorRT layer 018 [TensorRTLayer],TensorRTLayer,0.2,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,19,TensorRT layer 019,019. TensorRT layer 019 [TensorRTLayer],TensorRTLayer,0.1,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,20,TensorRT layer 020,020. TensorRT layer 020 [TensorRTLayer],TensorRTLayer,1.0,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,21,TensorRT layer 021,021. TensorRT layer 021 [TensorRTLayer],TensorRTLayer,0.4,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,22,TensorRT layer 022,022. TensorRT layer 022 [TensorRTLayer],TensorRTLayer,0.5,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,23,TensorRT layer 023,023. TensorRT layer 023 [TensorRTLayer],TensorRTLayer,0.5,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,24,TensorRT layer 024,024. TensorRT layer 024 [TensorRTLayer],TensorRTLayer,0.7,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,25,TensorRT layer 025,025. TensorRT layer 025 [TensorRTLayer],TensorRTLayer,0.3,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,26,TensorRT layer 026,026. TensorRT layer 026 [TensorRTLayer],TensorRTLayer,0.6,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,27,TensorRT layer 027,027. TensorRT layer 027 [TensorRTLayer],TensorRTLayer,3.3,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,28,TensorRT layer 028,028. TensorRT layer 028 [TensorRTLayer],TensorRTLayer,0.4,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,29,TensorRT layer 029,029. TensorRT layer 029 [TensorRTLayer],TensorRTLayer,0.4,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,30,TensorRT layer 030,030. TensorRT layer 030 [TensorRTLayer],TensorRTLayer,1.2,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,31,TensorRT layer 031,031. TensorRT layer 031 [TensorRTLayer],TensorRTLayer,0.7,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,32,TensorRT layer 032,032. TensorRT layer 032 [TensorRTLayer],TensorRTLayer,0.7,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,33,TensorRT layer 033,033. TensorRT layer 033 [TensorRTLayer],TensorRTLayer,0.7,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,34,TensorRT layer 034,034. TensorRT layer 034 [TensorRTLayer],TensorRTLayer,0.7,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,35,TensorRT layer 035,035. TensorRT layer 035 [TensorRTLayer],TensorRTLayer,0.3,0.0,0.0,1,,,
mobilenetv3s,tensorrt_fp16,36,TensorRT layer 036,036. TensorRT layer 036 [TensorRTLayer],TensorRTLayer,0.8,0.0,0.0,1,,,
