timestamp,model,runtime,precision,power_mode,mean_ms,std_ms,min_ms,max_ms,median_ms,power_total_mw_mean,power_gpu_mw_mean,power_cpu_mw_mean,ram_used_mb_mean,gpu_util_pct_mean,gpu_temp_c_mean,co2_kg,accuracy_top1
2026-04-28T13:20:00.003635,mobilenetv3s,pytorch_cuda,,10w,42.46,1.7,41.48,55.24,41.99,0,0,0,3036.2,9.49,0.0,1.5188508845374711e-05,0
2026-04-28T13:21:26.493356,mobilenetv3s,tensorrt_fp32,fp32,10w,11.03,0.0,11.03,11.03,11.03,0,0,0,3701.9,13.42,0.0,6.013060695610211e-05,0
2026-04-28T13:22:23.658676,mobilenetv3s,tensorrt_fp16,fp16,10w,13.09,0.0,13.09,13.09,13.09,0,0,0,3429.78,18.95,0.0,2.8297302866164098e-05,0
2026-04-28T13:23:17.563560,mobilenetv3s,tensorrt_int8,int8,10w,9.3,0.0,9.3,9.3,9.3,0,0,0,3377.34,42.46,21.42,2.751805236901644e-05,0
2026-04-28T13:23:41.846764,mobilenetv3s,onnxrt_cpu,,10w,65.85,2.38,63.89,78.07,65.13,0,0,0,2765.29,0.0,23.21,1.1846676513873113e-05,0
2026-04-28T13:24:10.586467,mobilenetv3s,ncnn_vulkan,,10w,9.99,0.0,9.99,9.99,9.99,0,0,0,2802.56,4.74,0.0,7.577808358798606e-06,0
