model,runtime,power_mode,status,error,mean_ms,std_ms,min_ms,max_ms,p50_ms,p95_ms,p99_ms,memory_mb,model_size_mb,fps,power_avg_mw,power_max_mw
efficientnet_b0.onnx,onnxrt_tensorrt,10w,ok,,39.05993190826848,0.11894097720733394,38.891343865543604,40.22668115794659,39.03723252005875,39.234454929828644,39.48562303557992,763.39,20.16,25.6,2413.25,4253.0
