timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,os,python_version,codecarbon_version,cpu_count,cpu_model,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue,cloud_provider,cloud_region
2026-04-28T13:39:19,codecarbon,a6b1ff8e-c7d5-4f4d-ab67-1e1eaff20ad7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,110.8745168079622,0.0001390936632322,1.2545142674500955e-06,7.5957721904,0.0,3.0,0.0002340038325795,0.0,8.904383069292334e-05,0.0003230476632724,0.0,South Korea,KOR,Linux-4.9.253-tegra-aarch64-with-glibc2.29,3.8.10,3.2.3,2,ARMv8 Processor rev 1 (v8l),3.8711891174316406,machine,2.7777777777777777,0,71.39999999999986,2.7638911494502314,N,1.0,0.0,,
2026-04-28T13:39:44,codecarbon,69573dab-5c15-4ff5-b47a-3177ad934e98,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,13.087927685119212,5.727025565157531e-06,4.375807769528768e-07,0.8048763134,0.0,3.0,2.8139354861137163e-06,0.0,1.0487189693376422e-05,1.330112517949014e-05,0.0,South Korea,KOR,Linux-4.9.253-tegra-aarch64-with-glibc2.29,3.8.10,3.2.3,2,ARMv8 Processor rev 1 (v8l),3.8711891174316406,machine,9.090909090909092,0,70.96363636363638,2.746341011740945,N,1.0,0.0,,
