layer_index,layer_name,type,module_repr,input_shape,output_shape,param_count,trainable_param_count,in_channels,out_channels,kernel_size,stride,padding,dilation,groups,bias,calls,mean_ms,std_ms,min_ms,max_ms,p50_ms,p95_ms,power_gpu_mw,power_total_mw,timestamp
51,features.5.block.2.activation,ReLU,ReLU(),1x64x1x1,1x64x1x1,0,0,,,,,,,,False,100,0.267401,0.028699,0.246828,0.414904,0.254744,0.321254,0,0,1777375198.8877296
52,features.5.block.2.fc2,Conv2d,"Conv2d(64, 240, kernel_size=(1, 1), stride=(1, 1))",1x64x1x1,1x240x1x1,15600,15600,64,240,1x1,1x1,0x0,1x1,1,True,100,0.578767,0.03909,0.534073,0.736681,0.563188,0.631515,0,0,1777375198.8885002
53,features.5.block.2.scale_activation,Hardsigmoid,Hardsigmoid(),1x240x1x1,1x240x1x1,0,0,,,,,,,,False,100,0.253724,0.017632,0.23563,0.32834,0.245447,0.27995,0,0,1777375198.8888888
54,features.5.block.3.0,Conv2d,"Conv2d(240, 40, kernel_size=(1, 1), stride=(1, 1), bias=False)",1x240x14x14,1x40x14x14,9600,9600,240,40,1x1,1x1,0x0,1x1,1,False,100,0.530234,0.037824,0.487249,0.695118,0.516494,0.594452,0,0,1777375198.8896902
55,features.5.block.3.1,BatchNorm2d,"BatchNorm2d(40, eps=0.001, momentum=0.01, affine=True, track_running_stats=True)",1x40x14x14,1x40x14x14,80,80,,,,,,,,True,100,0.398543,0.019852,0.375059,0.486416,0.391076,0.429217,0,0,1777375198.8901842
56,features.6.block.0.0,Conv2d,"Conv2d(40, 240, kernel_size=(1, 1), stride=(1, 1), bias=False)",1x40x14x14,1x240x14x14,9600,9600,40,240,1x1,1x1,0x0,1x1,1,False,100,0.457033,0.028625,0.424852,0.613709,0.448264,0.503899,0,0,1777375198.8909502
57,features.6.block.0.1,BatchNorm2d,"BatchNorm2d(240, eps=0.001, momentum=0.01, affine=True, track_running_stats=True)",1x240x14x14,1x240x14x14,480,480,,,,,,,,True,100,0.383522,0.021377,0.358392,0.471623,0.373262,0.422603,0,0,1777375198.8914306
58,features.6.block.0.2,Hardswish,Hardswish(),1x240x14x14,1x240x14x14,0,0,,,,,,,,False,100,0.238549,0.015401,0.221411,0.28662,0.229614,0.266429,0,0,1777375198.8918219
59,features.6.block.1.0,Conv2d,"Conv2d(240, 240, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2), groups=240, bias=False)",1x240x14x14,1x240x14x14,6000,6000,240,240,5x5,1x1,2x2,1x1,240,False,100,0.638241,0.010875,0.621522,0.691107,0.636523,0.655927,0,0,1777375198.892589
60,features.6.block.1.1,BatchNorm2d,"BatchNorm2d(240, eps=0.001, momentum=0.01, affine=True, track_running_stats=True)",1x240x14x14,1x240x14x14,480,480,,,,,,,,True,100,0.385159,0.024735,0.358809,0.47027,0.37657,0.444379,0,0,1777375198.8930876
61,features.6.block.1.2,Hardswish,Hardswish(),1x240x14x14,1x240x14x14,0,0,,,,,,,,False,100,0.237124,0.023933,0.216515,0.320892,0.225655,0.302409,0,0,1777375198.8934417
62,features.6.block.2.avgpool,AdaptiveAvgPool2d,AdaptiveAvgPool2d(output_size=1),1x240x14x14,1x240x1x1,0,0,,,,,,,,False,100,0.288663,0.025488,0.27037,0.472666,0.278834,0.319192,0,0,1777375198.8938665
63,features.6.block.2.fc1,Conv2d,"Conv2d(240, 64, kernel_size=(1, 1), stride=(1, 1))",1x240x1x1,1x64x1x1,15424,15424,240,64,1x1,1x1,0x0,1x1,1,True,100,0.696093,0.095192,0.62246,1.461592,0.668451,0.789755,0,0,1777375198.8946264
64,features.6.block.2.activation,ReLU,ReLU(),1x64x1x1,1x64x1x1,0,0,,,,,,,,False,100,0.267804,0.023448,0.244797,0.36433,0.257427,0.312832,0,0,1777375198.8950167
65,features.6.block.2.fc2,Conv2d,"Conv2d(64, 240, kernel_size=(1, 1), stride=(1, 1))",1x64x1x1,1x240x1x1,15600,15600,64,240,1x1,1x1,0x0,1x1,1,True,100,0.594175,0.188892,0.532511,2.439527,0.561756,0.64244,0,0,1777375198.895696
66,features.6.block.2.scale_activation,Hardsigmoid,Hardsigmoid(),1x240x1x1,1x240x1x1,0,0,,,,,,,,False,100,0.255424,0.02352,0.233911,0.413498,0.245578,0.299329,0,0,1777375198.8962126
67,features.6.block.3.0,Conv2d,"Conv2d(240, 40, kernel_size=(1, 1), stride=(1, 1), bias=False)",1x240x14x14,1x40x14x14,9600,9600,240,40,1x1,1x1,0x0,1x1,1,False,100,0.5274,0.04055,0.484124,0.750796,0.513213,0.583519,0,0,1777375198.8970442
68,features.6.block.3.1,BatchNorm2d,"BatchNorm2d(40, eps=0.001, momentum=0.01, affine=True, track_running_stats=True)",1x40x14x14,1x40x14x14,80,80,,,,,,,,True,100,0.401747,0.026124,0.371049,0.522719,0.393601,0.446268,0,0,1777375198.897577
69,features.7.block.0.0,Conv2d,"Conv2d(40, 120, kernel_size=(1, 1), stride=(1, 1), bias=False)",1x40x14x14,1x120x14x14,4800,4800,40,120,1x1,1x1,0x0,1x1,1,False,100,0.453271,0.030653,0.421363,0.612616,0.445347,0.501775,0,0,1777375198.8983686
70,features.7.block.0.1,BatchNorm2d,"BatchNorm2d(120, eps=0.001, momentum=0.01, affine=True, track_running_stats=True)",1x120x14x14,1x120x14x14,240,240,,,,,,,,True,100,0.383643,0.028701,0.356986,0.54574,0.372637,0.428871,0,0,1777375198.8988528
71,features.7.block.0.2,Hardswish,Hardswish(),1x120x14x14,1x120x14x14,0,0,,,,,,,,False,100,0.23797,0.015743,0.22115,0.293704,0.229978,0.263417,0,0,1777375198.8992102
72,features.7.block.1.0,Conv2d,"Conv2d(120, 120, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2), groups=120, bias=False)",1x120x14x14,1x120x14x14,3000,3000,120,120,5x5,1x1,2x2,1x1,120,False,100,0.440663,0.037097,0.401778,0.787411,0.434696,0.469285,0,0,1777375198.8998172
73,features.7.block.1.1,BatchNorm2d,"BatchNorm2d(120, eps=0.001, momentum=0.01, affine=True, track_running_stats=True)",1x120x14x14,1x120x14x14,240,240,,,,,,,,True,100,0.387462,0.03266,0.360059,0.564646,0.373966,0.456288,0,0,1777375198.9003463
74,features.7.block.1.2,Hardswish,Hardswish(),1x120x14x14,1x120x14x14,0,0,,,,,,,,False,100,0.235601,0.025125,0.215577,0.391779,0.225056,0.287092,0,0,1777375198.9007006
75,features.7.block.2.avgpool,AdaptiveAvgPool2d,AdaptiveAvgPool2d(output_size=1),1x120x14x14,1x120x1x1,0,0,,,,,,,,False,100,0.29458,0.031574,0.268026,0.490062,0.285188,0.350112,0,0,1777375198.9011343
76,features.7.block.2.fc1,Conv2d,"Conv2d(120, 32, kernel_size=(1, 1), stride=(1, 1))",1x120x1x1,1x32x1x1,3872,3872,120,32,1x1,1x1,0x0,1x1,1,True,100,0.607855,0.04827,0.55574,0.786161,0.596079,0.695798,0,0,1777375198.9018376
77,features.7.block.2.activation,ReLU,ReLU(),1x32x1x1,1x32x1x1,0,0,,,,,,,,False,100,0.266905,0.026164,0.241724,0.381726,0.255969,0.324038,0,0,1777375198.9022236
78,features.7.block.2.fc2,Conv2d,"Conv2d(32, 120, kernel_size=(1, 1), stride=(1, 1))",1x32x1x1,1x120x1x1,3960,3960,32,120,1x1,1x1,0x0,1x1,1,True,100,0.663431,0.049419,0.607825,0.81262,0.639622,0.761546,0,0,1777375198.902977
79,features.7.block.2.scale_activation,Hardsigmoid,Hardsigmoid(),1x120x1x1,1x120x1x1,0,0,,,,,,,,False,100,0.25407,0.018804,0.235734,0.331569,0.245084,0.294491,0,0,1777375198.903357
80,features.7.block.3.0,Conv2d,"Conv2d(120, 48, kernel_size=(1, 1), stride=(1, 1), bias=False)",1x120x14x14,1x48x14x14,5760,5760,120,48,1x1,1x1,0x0,1x1,1,False,100,0.451557,0.034164,0.41881,0.664857,0.443134,0.50559,0,0,1777375198.9041464
81,features.7.block.3.1,BatchNorm2d,"BatchNorm2d(48, eps=0.001, momentum=0.01, affine=True, track_running_stats=True)",1x48x14x14,1x48x14x14,96,96,,,,,,,,True,100,0.401328,0.036836,0.372872,0.67043,0.391075,0.441436,0,0,1777375198.904666
82,features.8.block.0.0,Conv2d,"Conv2d(48, 144, kernel_size=(1, 1), stride=(1, 1), bias=False)",1x48x14x14,1x144x14x14,6912,6912,48,144,1x1,1x1,0x0,1x1,1,False,100,0.446639,0.036004,0.415529,0.686992,0.436363,0.49708,0,0,1777375198.905299
83,features.8.block.0.1,BatchNorm2d,"BatchNorm2d(144, eps=0.001, momentum=0.01, affine=True, track_running_stats=True)",1x144x14x14,1x144x14x14,288,288,,,,,,,,True,100,0.382282,0.037878,0.354226,0.684232,0.370007,0.4381,0,0,1777375198.9057734
84,features.8.block.0.2,Hardswish,Hardswish(),1x144x14x14,1x144x14x14,0,0,,,,,,,,False,100,0.239974,0.017233,0.219276,0.302245,0.231436,0.272175,0,0,1777375198.9061322
85,features.8.block.1.0,Conv2d,"Conv2d(144, 144, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2), groups=144, bias=False)",1x144x14x14,1x144x14x14,3600,3600,144,144,5x5,1x1,2x2,1x1,144,False,100,0.480235,0.016362,0.462092,0.561104,0.475531,0.515437,0,0,1777375198.906737
86,features.8.block.1.1,BatchNorm2d,"BatchNorm2d(144, eps=0.001, momentum=0.01, affine=True, track_running_stats=True)",1x144x14x14,1x144x14x14,288,288,,,,,,,,True,100,0.387326,0.038297,0.35933,0.640116,0.374721,0.444401,0,0,1777375198.9072232
87,features.8.block.1.2,Hardswish,Hardswish(),1x144x14x14,1x144x14x14,0,0,,,,,,,,False,100,0.232068,0.019472,0.217087,0.348497,0.22352,0.253159,0,0,1777375198.9075687
88,features.8.block.2.avgpool,AdaptiveAvgPool2d,AdaptiveAvgPool2d(output_size=1),1x144x14x14,1x144x1x1,0,0,,,,,,,,False,100,0.290952,0.027249,0.266932,0.397195,0.27886,0.354696,0,0,1777375198.9080598
89,features.8.block.2.fc1,Conv2d,"Conv2d(144, 40, kernel_size=(1, 1), stride=(1, 1))",1x144x1x1,1x40x1x1,5800,5800,144,40,1x1,1x1,0x0,1x1,1,True,100,0.678808,0.042191,0.624126,0.81762,0.664362,0.758842,0,0,1777375198.9088407
90,features.8.block.2.activation,ReLU,ReLU(),1x40x1x1,1x40x1x1,0,0,,,,,,,,False,100,0.263775,0.024817,0.243599,0.438238,0.255083,0.2858,0,0,1777375198.9092398
91,features.8.block.2.fc2,Conv2d,"Conv2d(40, 144, kernel_size=(1, 1), stride=(1, 1))",1x40x1x1,1x144x1x1,5904,5904,40,144,1x1,1x1,0x0,1x1,1,True,100,0.58508,0.080331,0.53475,1.27513,0.562173,0.667972,0,0,1777375198.9099274
92,features.8.block.2.scale_activation,Hardsigmoid,Hardsigmoid(),1x144x1x1,1x144x1x1,0,0,,,,,,,,False,100,0.254096,0.020267,0.234588,0.335423,0.245344,0.298329,0,0,1777375198.9103055
93,features.8.block.3.0,Conv2d,"Conv2d(144, 48, kernel_size=(1, 1), stride=(1, 1), bias=False)",1x144x14x14,1x48x14x14,6912,6912,144,48,1x1,1x1,0x0,1x1,1,False,100,0.451083,0.038067,0.413602,0.661471,0.439071,0.510875,0,0,1777375198.9110308
