layer_index,layer_name,type,module_repr,input_shape,output_shape,param_count,trainable_param_count,in_channels,out_channels,kernel_size,stride,padding,dilation,groups,bias,calls,mean_ms,std_ms,min_ms,max_ms,p50_ms,p95_ms,power_gpu_mw,power_total_mw,timestamp
148,features.5.2.block.3.1,BatchNorm2d,"BatchNorm2d(112, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1x112x14x14,1x112x14x14,224,224,,,,,,,,True,100,0.414546,0.052225,0.368706,0.720485,0.396076,0.495553,0,0,1777375489.7318616
149,features.5.2.stochastic_depth,StochasticDepth,"StochasticDepth(p=0.125, mode=row)",1x112x14x14,1x112x14x14,0,0,,,,,,,,False,100,0.134295,0.015364,0.125471,0.259797,0.131174,0.141108,0,0,1777375489.7321644
150,features.6.0.block.0.0,Conv2d,"Conv2d(112, 672, kernel_size=(1, 1), stride=(1, 1), bias=False)",1x112x14x14,1x672x14x14,75264,75264,112,672,1x1,1x1,0x0,1x1,1,False,100,0.957906,0.041069,0.90351,1.105754,0.945542,1.034114,0,0,1777375489.7335258
151,features.6.0.block.0.1,BatchNorm2d,"BatchNorm2d(672, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1x672x14x14,1x672x14x14,1344,1344,,,,,,,,True,100,0.414583,0.15739,0.361779,1.945355,0.384618,0.471575,0,0,1777375489.7340674
152,features.6.0.block.0.2,SiLU,SiLU(inplace=True),1x672x14x14,1x672x14x14,0,0,,,,,,,,False,100,0.245462,0.028821,0.217297,0.354643,0.229641,0.289386,0,0,1777375489.7344632
153,features.6.0.block.1.0,Conv2d,"Conv2d(672, 672, kernel_size=(5, 5), stride=(2, 2), padding=(2, 2), groups=672, bias=False)",1x672x14x14,1x672x7x7,16800,16800,672,672,5x5,2x2,2x2,1x1,672,False,100,0.619944,0.110954,0.581159,1.701236,0.603972,0.672789,0,0,1777375489.7351944
154,features.6.0.block.1.1,BatchNorm2d,"BatchNorm2d(672, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1x672x7x7,1x672x7x7,1344,1344,,,,,,,,True,100,0.391782,0.056355,0.348914,0.788611,0.374566,0.463751,0,0,1777375489.735717
155,features.6.0.block.1.2,SiLU,SiLU(inplace=True),1x672x7x7,1x672x7x7,0,0,,,,,,,,False,100,0.239223,0.02984,0.208598,0.358289,0.224875,0.28977,0,0,1777375489.736162
156,features.6.0.block.2.avgpool,AdaptiveAvgPool2d,AdaptiveAvgPool2d(output_size=1),1x672x7x7,1x672x1x1,0,0,,,,,,,,False,100,0.29769,0.029466,0.26386,0.383081,0.284355,0.346273,0,0,1777375489.7366319
157,features.6.0.block.2.fc1,Conv2d,"Conv2d(672, 28, kernel_size=(1, 1), stride=(1, 1))",1x672x1x1,1x28x1x1,18844,18844,672,28,1x1,1x1,0x0,1x1,1,True,100,0.690248,0.074731,0.597722,0.924082,0.679547,0.811734,0,0,1777375489.737486
158,features.6.0.block.2.activation,SiLU,SiLU(inplace=True),1x28x1x1,1x28x1x1,0,0,,,,,,,,False,100,0.238998,0.026699,0.211099,0.333341,0.227037,0.280574,0,0,1777375489.7378874
159,features.6.0.block.2.fc2,Conv2d,"Conv2d(28, 672, kernel_size=(1, 1), stride=(1, 1))",1x28x1x1,1x672x1x1,19488,19488,28,672,1x1,1x1,0x0,1x1,1,True,100,0.649566,0.068363,0.569284,0.816164,0.627097,0.767369,0,0,1777375489.7387125
160,features.6.0.block.2.scale_activation,Sigmoid,Sigmoid(),1x672x1x1,1x672x1x1,0,0,,,,,,,,False,100,0.247334,0.025839,0.221828,0.327507,0.23274,0.28128,0,0,1777375489.7391183
161,features.6.0.block.3.0,Conv2d,"Conv2d(672, 192, kernel_size=(1, 1), stride=(1, 1), bias=False)",1x672x7x7,1x192x7x7,129024,129024,672,192,1x1,1x1,0x0,1x1,1,False,100,0.660495,0.037938,0.608139,0.758038,0.651421,0.719979,0,0,1777375489.7401972
162,features.6.0.block.3.1,BatchNorm2d,"BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1x192x7x7,1x192x7x7,384,384,,,,,,,,True,100,0.422378,0.168138,0.368758,2.064733,0.396675,0.472567,0,0,1777375489.740747
163,features.6.1.block.0.0,Conv2d,"Conv2d(192, 1152, kernel_size=(1, 1), stride=(1, 1), bias=False)",1x192x7x7,1x1152x7x7,221184,221184,192,1152,1x1,1x1,0x0,1x1,1,False,100,0.840744,0.047863,0.787153,1.127004,0.824054,0.911971,0,0,1777375489.7417955
164,features.6.1.block.0.1,BatchNorm2d,"BatchNorm2d(1152, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1x1152x7x7,1x1152x7x7,2304,2304,,,,,,,,True,100,0.400307,0.063021,0.352247,0.732777,0.378602,0.514241,0,0,1777375489.7423205
165,features.6.1.block.0.2,SiLU,SiLU(inplace=True),1x1152x7x7,1x1152x7x7,0,0,,,,,,,,False,100,0.252739,0.070279,0.215838,0.862675,0.229874,0.292237,0,0,1777375489.7427056
166,features.6.1.block.1.0,Conv2d,"Conv2d(1152, 1152, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2), groups=1152, bias=False)",1x1152x7x7,1x1152x7x7,28800,28800,1152,1152,5x5,1x1,2x2,1x1,1152,False,100,0.724062,0.026323,0.700744,0.874134,0.717829,0.781223,0,0,1777375489.7435503
167,features.6.1.block.1.1,BatchNorm2d,"BatchNorm2d(1152, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1x1152x7x7,1x1152x7x7,2304,2304,,,,,,,,True,100,0.389679,0.036515,0.350581,0.49824,0.379591,0.466661,0,0,1777375489.7441337
168,features.6.1.block.1.2,SiLU,SiLU(inplace=True),1x1152x7x7,1x1152x7x7,0,0,,,,,,,,False,100,0.238155,0.030718,0.207765,0.382195,0.222062,0.292046,0,0,1777375489.744518
169,features.6.1.block.2.avgpool,AdaptiveAvgPool2d,AdaptiveAvgPool2d(output_size=1),1x1152x7x7,1x1152x1x1,0,0,,,,,,,,False,100,0.32638,0.034254,0.300476,0.57095,0.314851,0.379748,0,0,1777375489.7450035
170,features.6.1.block.2.fc1,Conv2d,"Conv2d(1152, 48, kernel_size=(1, 1), stride=(1, 1))",1x1152x1x1,1x48x1x1,55344,55344,1152,48,1x1,1x1,0x0,1x1,1,True,100,0.700472,0.142599,0.598138,1.887802,0.681733,0.838909,0,0,1777375489.74586
171,features.6.1.block.2.activation,SiLU,SiLU(inplace=True),1x48x1x1,1x48x1x1,0,0,,,,,,,,False,100,0.241415,0.030482,0.211255,0.350476,0.230943,0.289722,0,0,1777375489.7462604
172,features.6.1.block.2.fc2,Conv2d,"Conv2d(48, 1152, kernel_size=(1, 1), stride=(1, 1))",1x48x1x1,1x1152x1x1,56448,56448,48,1152,1x1,1x1,0x0,1x1,1,True,100,0.592881,0.063552,0.521886,0.866946,0.581914,0.698593,0,0,1777375489.7469933
173,features.6.1.block.2.scale_activation,Sigmoid,Sigmoid(),1x1152x1x1,1x1152x1x1,0,0,,,,,,,,False,100,0.249986,0.028501,0.219379,0.349071,0.233104,0.298889,0,0,1777375489.7474089
174,features.6.1.block.3.0,Conv2d,"Conv2d(1152, 192, kernel_size=(1, 1), stride=(1, 1), bias=False)",1x1152x7x7,1x192x7x7,221184,221184,1152,192,1x1,1x1,0x0,1x1,1,False,100,0.82295,0.035349,0.776997,0.940021,0.810278,0.884989,0,0,1777375489.7486281
175,features.6.1.block.3.1,BatchNorm2d,"BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1x192x7x7,1x192x7x7,384,384,,,,,,,,True,100,0.408706,0.031871,0.369122,0.511886,0.403759,0.477477,0,0,1777375489.749181
176,features.6.1.stochastic_depth,StochasticDepth,"StochasticDepth(p=0.15000000000000002, mode=row)",1x192x7x7,1x192x7x7,0,0,,,,,,,,False,100,0.136899,0.011637,0.129534,0.245161,0.135082,0.142425,0,0,1777375489.7494721
177,features.6.2.block.0.0,Conv2d,"Conv2d(192, 1152, kernel_size=(1, 1), stride=(1, 1), bias=False)",1x192x7x7,1x1152x7x7,221184,221184,192,1152,1x1,1x1,0x0,1x1,1,False,100,0.848694,0.042697,0.798924,1.026064,0.831373,0.917817,0,0,1777375489.7506845
178,features.6.2.block.0.1,BatchNorm2d,"BatchNorm2d(1152, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1x1152x7x7,1x1152x7x7,2304,2304,,,,,,,,True,100,0.393963,0.029042,0.362612,0.515845,0.37993,0.437119,0,0,1777375489.7512233
179,features.6.2.block.0.2,SiLU,SiLU(inplace=True),1x1152x7x7,1x1152x7x7,0,0,,,,,,,,False,100,0.24561,0.029956,0.217974,0.374123,0.229302,0.294476,0,0,1777375489.7516117
180,features.6.2.block.1.0,Conv2d,"Conv2d(1152, 1152, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2), groups=1152, bias=False)",1x1152x7x7,1x1152x7x7,28800,28800,1152,1152,5x5,1x1,2x2,1x1,1152,False,100,0.730803,0.039703,0.703193,1.030022,0.719495,0.78685,0,0,1777375489.7525222
181,features.6.2.block.1.1,BatchNorm2d,"BatchNorm2d(1152, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1x1152x7x7,1x1152x7x7,2304,2304,,,,,,,,True,100,0.385067,0.031295,0.350268,0.499438,0.370555,0.440226,0,0,1777375489.7530553
182,features.6.2.block.1.2,SiLU,SiLU(inplace=True),1x1152x7x7,1x1152x7x7,0,0,,,,,,,,False,100,0.237095,0.027276,0.209432,0.326778,0.222401,0.281098,0,0,1777375489.7534826
183,features.6.2.block.2.avgpool,AdaptiveAvgPool2d,AdaptiveAvgPool2d(output_size=1),1x1152x7x7,1x1152x1x1,0,0,,,,,,,,False,100,0.324589,0.021743,0.293548,0.416832,0.316179,0.377844,0,0,1777375489.7539825
184,features.6.2.block.2.fc1,Conv2d,"Conv2d(1152, 48, kernel_size=(1, 1), stride=(1, 1))",1x1152x1x1,1x48x1x1,55344,55344,1152,48,1x1,1x1,0x0,1x1,1,True,100,0.68671,0.071307,0.601264,0.910333,0.677776,0.794028,0,0,1777375489.7548828
185,features.6.2.block.2.activation,SiLU,SiLU(inplace=True),1x48x1x1,1x48x1x1,0,0,,,,,,,,False,100,0.238881,0.028219,0.209953,0.355216,0.224354,0.284262,0,0,1777375489.755291
186,features.6.2.block.2.fc2,Conv2d,"Conv2d(48, 1152, kernel_size=(1, 1), stride=(1, 1))",1x48x1x1,1x1152x1x1,56448,56448,48,1152,1x1,1x1,0x0,1x1,1,True,100,0.584957,0.068659,0.519074,0.960437,0.563476,0.683952,0,0,1777375489.756114
187,features.6.2.block.2.scale_activation,Sigmoid,Sigmoid(),1x1152x1x1,1x1152x1x1,0,0,,,,,,,,False,100,0.251738,0.031959,0.222557,0.382977,0.234511,0.324645,0,0,1777375489.7565427
188,features.6.2.block.3.0,Conv2d,"Conv2d(1152, 192, kernel_size=(1, 1), stride=(1, 1), bias=False)",1x1152x7x7,1x192x7x7,221184,221184,1152,192,1x1,1x1,0x0,1x1,1,False,100,0.823245,0.036418,0.776632,0.933666,0.807674,0.88249,0,0,1777375489.7577546
189,features.6.2.block.3.1,BatchNorm2d,"BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1x192x7x7,1x192x7x7,384,384,,,,,,,,True,100,0.406578,0.032163,0.369435,0.50798,0.394566,0.457471,0,0,1777375489.7583263
190,features.6.2.stochastic_depth,StochasticDepth,"StochasticDepth(p=0.1625, mode=row)",1x192x7x7,1x192x7x7,0,0,,,,,,,,False,100,0.134959,0.014537,0.124794,0.207035,0.131331,0.149569,0,0,1777375489.7586203
191,features.6.3.block.0.0,Conv2d,"Conv2d(192, 1152, kernel_size=(1, 1), stride=(1, 1), bias=False)",1x192x7x7,1x1152x7x7,221184,221184,192,1152,1x1,1x1,0x0,1x1,1,False,100,0.848571,0.037954,0.797725,0.946115,0.836971,0.910257,0,0,1777375489.7598984
192,features.6.3.block.0.1,BatchNorm2d,"BatchNorm2d(1152, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1x1152x7x7,1x1152x7x7,2304,2304,,,,,,,,True,100,0.399237,0.03689,0.360269,0.549856,0.382951,0.472164,0,0,1777375489.7604663
193,features.6.3.block.0.2,SiLU,SiLU(inplace=True),1x1152x7x7,1x1152x7x7,0,0,,,,,,,,False,100,0.243905,0.029469,0.216151,0.391676,0.228469,0.276519,0,0,1777375489.7608752
194,features.6.3.block.1.0,Conv2d,"Conv2d(1152, 1152, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2), groups=1152, bias=False)",1x1152x7x7,1x1152x7x7,28800,28800,1152,1152,5x5,1x1,2x2,1x1,1152,False,100,0.740654,0.16916,0.699755,2.414741,0.719,0.781173,0,0,1777375489.7617428
195,features.6.3.block.1.1,BatchNorm2d,"BatchNorm2d(1152, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1x1152x7x7,1x1152x7x7,2304,2304,,,,,,,,True,100,0.394405,0.060794,0.351778,0.880592,0.375555,0.471354,0,0,1777375489.7622733
196,features.6.3.block.1.2,SiLU,SiLU(inplace=True),1x1152x7x7,1x1152x7x7,0,0,,,,,,,,False,100,0.237799,0.038329,0.208285,0.531157,0.220343,0.281473,0,0,1777375489.7626612
197,features.6.3.block.2.avgpool,AdaptiveAvgPool2d,AdaptiveAvgPool2d(output_size=1),1x1152x7x7,1x1152x1x1,0,0,,,,,,,,False,100,0.320479,0.015078,0.290683,0.385946,0.315918,0.354131,0,0,1777375489.7631898
198,features.6.3.block.2.fc1,Conv2d,"Conv2d(1152, 48, kernel_size=(1, 1), stride=(1, 1))",1x1152x1x1,1x48x1x1,55344,55344,1152,48,1x1,1x1,0x0,1x1,1,True,100,0.694198,0.079919,0.598815,0.950594,0.665171,0.831594,0,0,1777375489.7641547
199,features.6.3.block.2.activation,SiLU,SiLU(inplace=True),1x48x1x1,1x48x1x1,0,0,,,,,,,,False,100,0.237803,0.027217,0.210994,0.354852,0.223521,0.275855,0,0,1777375489.7645657
200,features.6.3.block.2.fc2,Conv2d,"Conv2d(48, 1152, kernel_size=(1, 1), stride=(1, 1))",1x48x1x1,1x1152x1x1,56448,56448,48,1152,1x1,1x1,0x0,1x1,1,True,100,0.580182,0.057209,0.520792,0.789965,0.553294,0.676497,0,0,1777375489.765317
201,features.6.3.block.2.scale_activation,Sigmoid,Sigmoid(),1x1152x1x1,1x1152x1x1,0,0,,,,,,,,False,100,0.250326,0.027942,0.222192,0.337715,0.234094,0.303246,0,0,1777375489.7657397
202,features.6.3.block.3.0,Conv2d,"Conv2d(1152, 192, kernel_size=(1, 1), stride=(1, 1), bias=False)",1x1152x7x7,1x192x7x7,221184,221184,1152,192,1x1,1x1,0x0,1x1,1,False,100,0.821088,0.034767,0.776007,0.910541,0.802491,0.880163,0,0,1777375489.7669942
203,features.6.3.block.3.1,BatchNorm2d,"BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1x192x7x7,1x192x7x7,384,384,,,,,,,,True,100,0.405391,0.031778,0.367924,0.531158,0.392847,0.467037,0,0,1777375489.7676625
204,features.6.3.stochastic_depth,StochasticDepth,"StochasticDepth(p=0.17500000000000002, mode=row)",1x192x7x7,1x192x7x7,0,0,,,,,,,,False,100,0.136184,0.018523,0.12469,0.21813,0.130654,0.19009,0,0,1777375489.76822
205,features.7.0.block.0.0,Conv2d,"Conv2d(192, 1152, kernel_size=(1, 1), stride=(1, 1), bias=False)",1x192x7x7,1x1152x7x7,221184,221184,192,1152,1x1,1x1,0x0,1x1,1,False,100,0.848098,0.04165,0.79382,0.970959,0.830435,0.938047,0,0,1777375489.769596
206,features.7.0.block.0.1,BatchNorm2d,"BatchNorm2d(1152, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1x1152x7x7,1x1152x7x7,2304,2304,,,,,,,,True,100,0.392561,0.030685,0.356101,0.480271,0.37644,0.456093,0,0,1777375489.770184
207,features.7.0.block.0.2,SiLU,SiLU(inplace=True),1x1152x7x7,1x1152x7x7,0,0,,,,,,,,False,100,0.247812,0.042153,0.215734,0.54621,0.229016,0.317695,0,0,1777375489.7706401
208,features.7.0.block.1.0,Conv2d,"Conv2d(1152, 1152, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), groups=1152, bias=False)",1x1152x7x7,1x1152x7x7,10368,10368,1152,1152,3x3,1x1,1x1,1x1,1152,False,100,0.449537,0.01781,0.400113,0.515168,0.446078,0.482521,0,0,1777375489.7712643
209,features.7.0.block.1.1,BatchNorm2d,"BatchNorm2d(1152, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1x1152x7x7,1x1152x7x7,2304,2304,,,,,,,,True,100,0.384783,0.036018,0.350372,0.542669,0.367456,0.43566,0,0,1777375489.7719088
210,features.7.0.block.1.2,SiLU,SiLU(inplace=True),1x1152x7x7,1x1152x7x7,0,0,,,,,,,,False,100,0.239195,0.039538,0.208703,0.450896,0.221099,0.282485,0,0,1777375489.7723265
211,features.7.0.block.2.avgpool,AdaptiveAvgPool2d,AdaptiveAvgPool2d(output_size=1),1x1152x7x7,1x1152x1x1,0,0,,,,,,,,False,100,0.325947,0.031981,0.307507,0.566262,0.315528,0.3803,0,0,1777375489.77286
212,features.7.0.block.2.fc1,Conv2d,"Conv2d(1152, 48, kernel_size=(1, 1), stride=(1, 1))",1x1152x1x1,1x48x1x1,55344,55344,1152,48,1x1,1x1,0x0,1x1,1,True,100,0.686773,0.076915,0.599961,0.903509,0.648348,0.818565,0,0,1777375489.7738
213,features.7.0.block.2.activation,SiLU,SiLU(inplace=True),1x48x1x1,1x48x1x1,0,0,,,,,,,,False,100,0.24062,0.028762,0.21016,0.330633,0.22662,0.294022,0,0,1777375489.7742102
214,features.7.0.block.2.fc2,Conv2d,"Conv2d(48, 1152, kernel_size=(1, 1), stride=(1, 1))",1x48x1x1,1x1152x1x1,56448,56448,48,1152,1x1,1x1,0x0,1x1,1,True,100,0.57683,0.052554,0.514959,0.693036,0.556158,0.669499,0,0,1777375489.7749672
215,features.7.0.block.2.scale_activation,Sigmoid,Sigmoid(),1x1152x1x1,1x1152x1x1,0,0,,,,,,,,False,100,0.246318,0.023588,0.220682,0.304695,0.232557,0.281295,0,0,1777375489.775387
216,features.7.0.block.3.0,Conv2d,"Conv2d(1152, 320, kernel_size=(1, 1), stride=(1, 1), bias=False)",1x1152x7x7,1x320x7x7,368640,368640,1152,320,1x1,1x1,0x0,1x1,1,False,100,1.092508,0.036299,1.045128,1.201277,1.074971,1.150679,0,0,1777375489.7769103
217,features.7.0.block.3.1,BatchNorm2d,"BatchNorm2d(320, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1x320x7x7,1x320x7x7,640,640,,,,,,,,True,100,0.411029,0.053498,0.367925,0.83507,0.400191,0.466277,0,0,1777375489.7774813
218,features.8.0,Conv2d,"Conv2d(320, 1280, kernel_size=(1, 1), stride=(1, 1), bias=False)",1x320x7x7,1x1280x7x7,409600,409600,320,1280,1x1,1x1,0x0,1x1,1,False,100,1.156494,0.031777,1.114296,1.230965,1.142551,1.208042,0,0,1777375489.7788446
219,features.8.1,BatchNorm2d,"BatchNorm2d(1280, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1x1280x7x7,1x1280x7x7,2560,2560,,,,,,,,True,100,0.38869,0.024462,0.353654,0.458188,0.377509,0.427408,0,0,1777375489.7793791
220,features.8.2,SiLU,SiLU(inplace=True),1x1280x7x7,1x1280x7x7,0,0,,,,,,,,False,100,0.245693,0.026645,0.215994,0.331778,0.231854,0.28528,0,0,1777375489.7798374
221,avgpool,AdaptiveAvgPool2d,AdaptiveAvgPool2d(output_size=1),1x1280x7x7,1x1280x1x1,0,0,,,,,,,,False,100,0.342241,0.205858,0.300632,2.383126,0.316752,0.370646,0,0,1777375489.7803261
222,classifier.0,Dropout,"Dropout(p=0.2, inplace=True)",1x1280,1x1280,0,0,,,,,,,,False,100,0.148345,0.018251,0.138962,0.251829,0.144561,0.167259,0,0,1777375489.7806942
223,classifier.1,Linear,"Linear(in_features=1280, out_features=1000, bias=True)",1x1280,1x1000,1281000,1281000,,,,,,,,True,100,0.779199,0.042147,0.721474,0.897676,0.76697,0.857503,0,0,1777375489.7815998
