layer_name,type,mean_ms,power_gpu_mw,power_total_mw,timestamp
[04/28/2026-13:34:10] [I] Sleep time,TensorRTLayer,0.0,0,0,
[04/28/2026-13:34:45] [I] Average on 10 runs - GPU latency,TensorRTLayer,77.2826,0,0,
[04/28/2026-13:34:45] [I] Average on 10 runs - GPU latency,TensorRTLayer,77.329,0,0,
[04/28/2026-13:34:45] [I] Average on 10 runs - GPU latency,TensorRTLayer,77.3659,0,0,
[04/28/2026-13:34:45] [I] Average on 10 runs - GPU latency,TensorRTLayer,77.2483,0,0,
[04/28/2026-13:34:45] [I] Average on 10 runs - GPU latency,TensorRTLayer,77.2091,0,0,
[04/28/2026-13:34:45] [I] Average on 10 runs - GPU latency,TensorRTLayer,77.389,0,0,
[04/28/2026-13:34:45] [I] Average on 10 runs - GPU latency,TensorRTLayer,77.3224,0,0,
[04/28/2026-13:34:45] [I] Average on 10 runs - GPU latency,TensorRTLayer,77.3986,0,0,
[04/28/2026-13:34:45] [I] Average on 10 runs - GPU latency,TensorRTLayer,77.2478,0,0,
[04/28/2026-13:34:45] [I] Average on 10 runs - GPU latency,TensorRTLayer,77.257,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,3.1,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,0.6,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,0.4,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.7,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.5,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.6,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.1,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.7,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.6,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.1,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.7,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.6,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,2.2,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,2.6,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.4,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,2.6,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.2,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.7,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.4,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.2,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.7,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.4,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.2,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.7,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.4,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,2.3,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,2.9,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.4,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,2.7,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.3,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.6,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.5,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.3,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.6,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.5,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.3,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.6,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.5,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.3,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.6,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.5,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.3,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.6,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.5,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,2.6,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,4.8,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,2.6,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,5.1,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.6,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,2.4,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,2.7,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,1.6,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,2.4,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,2.7,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,0.1,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,0.8,0,0,
[04/28/2026-13:35:03] [I],TensorRTLayer,100.0,0,0,
