layer_name,type,mean_ms,power_gpu_mw,power_total_mw,timestamp
[04/28/2026-13:30:31] [I] Sleep time,TensorRTLayer,0.0,0,0,
[04/28/2026-13:30:54] [I] Average on 10 runs - GPU latency,TensorRTLayer,10.9872,0,0,
[04/28/2026-13:30:54] [I] Average on 10 runs - GPU latency,TensorRTLayer,10.9504,0,0,
[04/28/2026-13:30:54] [I] Average on 10 runs - GPU latency,TensorRTLayer,10.9333,0,0,
[04/28/2026-13:30:54] [I] Average on 10 runs - GPU latency,TensorRTLayer,11.07,0,0,
[04/28/2026-13:30:54] [I] Average on 10 runs - GPU latency,TensorRTLayer,10.9906,0,0,
[04/28/2026-13:30:54] [I] Average on 10 runs - GPU latency,TensorRTLayer,11.034,0,0,
[04/28/2026-13:30:54] [I] Average on 10 runs - GPU latency,TensorRTLayer,10.9437,0,0,
[04/28/2026-13:30:54] [I] Average on 10 runs - GPU latency,TensorRTLayer,10.9161,0,0,
[04/28/2026-13:30:54] [I] Average on 10 runs - GPU latency,TensorRTLayer,10.9312,0,0,
[04/28/2026-13:30:54] [I] Average on 10 runs - GPU latency,TensorRTLayer,10.7454,0,0,
[04/28/2026-13:30:54] [I] Average on 10 runs - GPU latency,TensorRTLayer,10.7184,0,0,
[04/28/2026-13:30:54] [I] Average on 10 runs - GPU latency,TensorRTLayer,10.953,0,0,
[04/28/2026-13:30:54] [I] Average on 10 runs - GPU latency,TensorRTLayer,11.7004,0,0,
[04/28/2026-13:30:54] [I] Average on 10 runs - GPU latency,TensorRTLayer,11.476,0,0,
[04/28/2026-13:30:54] [I] Average on 10 runs - GPU latency,TensorRTLayer,13.1657,0,0,
[04/28/2026-13:30:54] [I] Average on 10 runs - GPU latency,TensorRTLayer,24.3234,0,0,
[04/28/2026-13:30:54] [I] Average on 10 runs - GPU latency,TensorRTLayer,13.4688,0,0,
[04/28/2026-13:30:54] [I] Average on 10 runs - GPU latency,TensorRTLayer,9.76289,0,0,
[04/28/2026-13:30:54] [I] Average on 10 runs - GPU latency,TensorRTLayer,9.77754,0,0,
[04/28/2026-13:30:54] [I] Average on 10 runs - GPU latency,TensorRTLayer,9.77578,0,0,
[04/28/2026-13:30:54] [I] Average on 10 runs - GPU latency,TensorRTLayer,12.0333,0,0,
[04/28/2026-13:30:54] [I] Average on 10 runs - GPU latency,TensorRTLayer,10.8241,0,0,
[04/28/2026-13:30:54] [I] Average on 10 runs - GPU latency,TensorRTLayer,11.2635,0,0,
[04/28/2026-13:30:54] [I] Average on 10 runs - GPU latency,TensorRTLayer,10.7673,0,0,
[04/28/2026-13:30:54] [I] Average on 10 runs - GPU latency,TensorRTLayer,11.166,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,3.5,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,1.1,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,0.5,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,1.2,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,0.4,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,1.4,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,0.6,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,1.5,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,0.2,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,0.2,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,0.6,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,0.6,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,0.6,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,1.5,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,0.2,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,0.2,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,0.6,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,0.6,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,0.6,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,1.5,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,0.2,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,0.2,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,0.6,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,0.6,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,0.6,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,1.6,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,0.7,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,1.7,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,0.6,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,0.7,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,0.5,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,0.8,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,0.1,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,0.1,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,0.5,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,0.6,0,0,
[04/28/2026-13:31:08] [I],TensorRTLayer,0.5,0,0,
