model,runtime,power_mode,status,error,mean_ms,std_ms,min_ms,max_ms,p50_ms,p95_ms,p99_ms,memory_mb,model_size_mb,fps,power_avg_mw,power_max_mw
shufflenet_v2_x1_0,pytorch_cuda,10w,ok,,30.741736631393433,2.2413928130180927,28.818021774291992,42.28156280517578,29.805468559265137,34.84272003173828,39.28384128570556,11.7,8.75,32.53,3885.82,4864.0
