co2_per_inference_mg,energy_per_inference_mj,error,final_class,mean_ms,memory_mb,model,model_size_mb,num_runs,p50_ms,p95_ms,p99_ms,power_avg_mw,power_max_mw,power_mode,runtime,source_path,status,status_reason,std_ms,total_co2_mg,total_energy_mj,dashboard_source,min_ms,max_ms,fps
,37.70499115336418,,measured,8.068690595626832,0.58,shufflenet_v2_x1_0,9.25,,7.947370529174805,8.605494260787964,10.731841325759888,4673.0,6488.0,MAXN,tensorrt_int8,/Users/hobongs/Desktop/HoBong_study/26-1/탄중/temp/jetson_nano_edgeai/my_results/tensorrt_only/latency/shufflenet_v2_x1_0_10w_20260513_141718,ok,ok,0.4592259800146395,,,tensorrt_only,7.859896183013916,10.903697967529297,123.94
0.007661,60.088389,,measured,15.9613,389.37,shufflenet_v2_x1_0,8.82,200.0,15.5937,19.2589,20.2103,3764.63,5396.0,MAXN,onnxrt_cuda,results/clean_v2_20260512_131735/latency/MAXN/shufflenet_v2_x1_0_onnxrt_cuda,ok,ok,1.178,1.5323,12017.6778,clean_v2_without_tensorrt,,,
0.003846,30.163064,,measured,8.8082,979.91,shufflenet_v2_x1_0,8.82,200.0,8.636,9.1711,11.6134,3424.43,5924.0,MAXN,onnxrt_trt,results/clean_v2_20260512_131735/latency/MAXN/shufflenet_v2_x1_0_onnxrt_trt,ok,ok,0.5497,0.7692,6032.6129,clean_v2_without_tensorrt,,,
,,file missing,na,,,shufflenet_v2_x1_0,,,,,,,,MAXN,tflite_cpu,results/clean_v2_20260512_131735/latency/MAXN/shufflenet_v2_x1_0_tflite_cpu,na,file_missing,,,,clean_v2_without_tensorrt,,,
,,file missing,na,,,shufflenet_v2_x1_0,,,,,,,,MAXN,tflite_gpu,results/clean_v2_20260512_131735/latency/MAXN/shufflenet_v2_x1_0_tflite_gpu,na,file_missing,,,,clean_v2_without_tensorrt,,,
0.011471,89.969457,,measured,19.0883,4.18,shufflenet_v2_x1_0,8.66,200.0,17.8498,28.4578,31.2269,4713.33,5291.0,MAXN,ncnn_cpu,results/clean_v2_20260512_131735/latency/MAXN/shufflenet_v2_x1_0_ncnn_cpu,ok,ok,4.6298,2.2942,17993.8914,clean_v2_without_tensorrt,,,
0.004925,38.630464,,measured,11.1611,2.16,shufflenet_v2_x1_0,8.66,200.0,11.0351,11.9498,12.2483,3461.17,4848.0,MAXN,ncnn_vulkan,results/clean_v2_20260512_131735/latency/MAXN/shufflenet_v2_x1_0_ncnn_vulkan,ok,ok,0.3534,0.9851,7726.0929,clean_v2_without_tensorrt,,,
0.136955,1074.155668,,measured,437.2868,10.27,shufflenet_v2_x1_0,8.75,200.0,448.9422,617.5768,672.8546,2456.41,2564.0,5W,pytorch_cpu,results/clean_v2_20260512_131735/latency/5W/shufflenet_v2_x1_0_pytorch_cpu,ok,ok,132.7539,27.391,214831.1337,clean_v2_without_tensorrt,,,
0.015144,118.774953,,measured,47.106,11.7,shufflenet_v2_x1_0,8.75,200.0,45.742,56.3033,68.5986,2521.44,3200.0,5W,pytorch_cuda,results/clean_v2_20260512_131735/latency/5W/shufflenet_v2_x1_0_pytorch_cuda,ok,ok,4.4685,3.0288,23754.9905,clean_v2_without_tensorrt,,,
,45.234637562460314,,measured,16.367538051605223,0.58,shufflenet_v2_x1_0,9.17,,15.611119747161863,25.642774677276584,40.02001132965091,2763.68,4247.0,5W,tensorrt_fp32,/Users/hobongs/Desktop/HoBong_study/26-1/탄중/temp/jetson_nano_edgeai/my_results/tensorrt_only/latency/shufflenet_v2_x1_0_5w_20260513_142001,ok,ok,5.970026082766562,,,tensorrt_only,11.226353645324709,47.116092681884766,61.1
,42.99671059349775,,measured,11.909621381759644,0.58,shufflenet_v2_x1_0,5.35,,11.740365028381348,14.19049458503723,15.252344608306888,3610.25,4287.0,5W,tensorrt_fp16,/Users/hobongs/Desktop/HoBong_study/26-1/탄중/temp/jetson_nano_edgeai/my_results/tensorrt_only/latency/shufflenet_v2_x1_0_5w_20260513_142001,ok,ok,1.069060839838255,,,tensorrt_only,10.264165878295898,15.54630184173584,83.97
,41.75793010628281,,measured,11.781614608764649,0.58,shufflenet_v2_x1_0,9.25,,11.55718755722046,13.842484283447265,16.752732486724863,3544.33,4132.0,5W,tensorrt_int8,/Users/hobongs/Desktop/HoBong_study/26-1/탄중/temp/jetson_nano_edgeai/my_results/tensorrt_only/latency/shufflenet_v2_x1_0_5w_20260513_142001,ok,ok,1.189658129008023,,,tensorrt_only,10.982239723205566,18.66812515258789,84.88
0.009455,74.159754,,measured,27.6403,390.51,shufflenet_v2_x1_0,8.82,200.0,28.9622,29.5733,30.9987,2683.03,3432.0,5W,onnxrt_cuda,results/clean_v2_20260512_131735/latency/5W/shufflenet_v2_x1_0_onnxrt_cuda,ok,ok,2.7203,1.8911,14831.9508,clean_v2_without_tensorrt,,,
0.003683,28.888916,,measured,12.1023,981.59,shufflenet_v2_x1_0,8.82,200.0,11.8015,12.8138,13.2948,2387.06,3784.0,5W,onnxrt_trt,results/clean_v2_20260512_131735/latency/5W/shufflenet_v2_x1_0_onnxrt_trt,ok,ok,0.5249,0.7367,5777.7832,clean_v2_without_tensorrt,,,
,,file missing,na,,,shufflenet_v2_x1_0,,,,,,,,5W,tflite_cpu,results/clean_v2_20260512_131735/latency/5W/shufflenet_v2_x1_0_tflite_cpu,na,file_missing,,,,clean_v2_without_tensorrt,,,
,,file missing,na,,,shufflenet_v2_x1_0,,,,,,,,5W,tflite_gpu,results/clean_v2_20260512_131735/latency/5W/shufflenet_v2_x1_0_tflite_gpu,na,file_missing,,,,clean_v2_without_tensorrt,,,
0.014292,112.091031,,measured,41.0432,3.96,shufflenet_v2_x1_0,8.66,200.0,40.2381,46.1273,46.6525,2731.05,2763.0,5W,ncnn_cpu,results/clean_v2_20260512_131735/latency/5W/shufflenet_v2_x1_0_ncnn_cpu,ok,ok,2.3063,2.8583,22418.2063,clean_v2_without_tensorrt,,,
0.005501,43.147362,,measured,15.8368,2.26,shufflenet_v2_x1_0,8.66,200.0,15.7765,15.9611,17.916,2724.5,3397.0,5W,ncnn_vulkan,results/clean_v2_20260512_131735/latency/5W/shufflenet_v2_x1_0_ncnn_vulkan,ok,ok,0.3292,1.1003,8629.4723,clean_v2_without_tensorrt,,,
0.838531,6576.711205,,measured,1300.0973,48.0,ssd_mobilenet_v2,23.5,200.0,1297.2657,1591.6887,1628.1947,5058.63,5520.0,MAXN,pytorch_cpu,results/clean_v2_20260512_131735/latency/MAXN/ssd_mobilenet_v2_pytorch_cpu.json,ok,ok,215.1482,167.7061,1315342.2409,clean_v2_without_tensorrt,,,
0.035973,282.142081,,measured,59.1074,467.0,ssd_mobilenet_v2,23.5,200.0,58.0404,61.358,64.0544,4773.38,7202.0,MAXN,pytorch_cuda,results/clean_v2_20260512_131735/latency/MAXN/ssd_mobilenet_v2_pytorch_cuda.json,ok,ok,1.685,7.1946,56428.4162,clean_v2_without_tensorrt,,,
,118.84963023132592,,measured,26.14849802017212,1.87,ssd_mobilenet_v2,24.49,,26.0371618270874,26.549287414550783,26.91061237335206,4545.18,7130.0,MAXN,tensorrt_fp32,/Users/hobongs/Desktop/HoBong_study/26-1/탄중/temp/jetson_nano_edgeai/my_results/tensorrt_only/latency/ssd_mobilenet_v2_10w_20260513_142925,ok,ok,0.3262066451750077,,,tensorrt_only,25.87010383605957,28.548906326293945,38.24
,144.186720159795,,measured,23.549647483825684,1.87,ssd_mobilenet_v2,13.57,,23.432394981384277,23.908992290496823,24.03633237838746,6122.67,6745.0,MAXN,tensorrt_fp16,/Users/hobongs/Desktop/HoBong_study/26-1/탄중/temp/jetson_nano_edgeai/my_results/tensorrt_only/latency/ssd_mobilenet_v2_10w_20260513_142925,ok,ok,0.3132198284280072,,,tensorrt_only,23.31557273864746,26.02442741394043,42.46
,150.73671454401017,,measured,26.01151243209839,1.87,ssd_mobilenet_v2,23.67,,25.924062728881836,26.40172595977783,26.45916799545288,5795.0,6864.0,MAXN,tensorrt_int8,/Users/hobongs/Desktop/HoBong_study/26-1/탄중/temp/jetson_nano_edgeai/my_results/tensorrt_only/latency/ssd_mobilenet_v2_10w_20260513_142925,ok,ok,0.1904239163685879,,,tensorrt_only,25.780208587646484,26.500572204589844,38.44
0.03878,304.153749,,measured,58.7403,116.0,ssd_mobilenet_v2,23.23,200.0,58.7386,58.9822,59.2265,5177.94,6319.0,MAXN,onnxrt_cuda,results/clean_v2_20260512_131735/latency/MAXN/ssd_mobilenet_v2_onnxrt_cuda.json,ok,ok,0.1762,7.7559,60830.7498,clean_v2_without_tensorrt,,,
0.015319,120.151462,,measured,31.5878,940.0,ssd_mobilenet_v2,23.23,200.0,31.5788,31.6874,31.8487,3803.73,6050.0,MAXN,onnxrt_trt,results/clean_v2_20260512_131735/latency/MAXN/ssd_mobilenet_v2_onnxrt_trt.json,ok,ok,0.1054,3.0639,24030.2925,clean_v2_without_tensorrt,,,
0.171223,1342.928827,,measured,391.1766,2.0,ssd_mobilenet_v2,23.16,200.0,391.0142,394.2655,398.3081,3433.05,3692.0,MAXN,tflite_cpu,results/clean_v2_20260512_131735/latency/MAXN/ssd_mobilenet_v2_tflite_cpu.json,ok,ok,1.7165,34.2447,268585.7653,clean_v2_without_tensorrt,,,
0.177267,1390.33295,,measured,402.4235,2.0,ssd_mobilenet_v2,23.16,200.0,401.5466,411.7255,417.084,3454.9,4004.0,MAXN,tflite_gpu,results/clean_v2_20260512_131735/latency/MAXN/ssd_mobilenet_v2_tflite_gpu.json,ok,ok,5.1871,35.4535,278066.59,clean_v2_without_tensorrt,,,
0.070997,556.837061,,measured,102.3622,24.0,ssd_mobilenet_v2,23.12,200.0,101.01,110.0668,156.4156,5439.87,5710.0,MAXN,ncnn_cpu,results/clean_v2_20260512_131735/latency/MAXN/ssd_mobilenet_v2_ncnn_cpu.json,ok,ok,18.1911,14.1993,111367.4122,clean_v2_without_tensorrt,,,
0.029636,232.435322,,measured,44.3107,1.0,ssd_mobilenet_v2,23.12,200.0,43.7994,46.343,46.9085,5245.58,5971.0,MAXN,ncnn_vulkan,results/clean_v2_20260512_131735/latency/MAXN/ssd_mobilenet_v2_ncnn_vulkan.json,ok,ok,0.9672,5.9271,46487.0643,clean_v2_without_tensorrt,,,
0.676083,5302.61176,,measured,2111.072,47.0,ssd_mobilenet_v2,23.5,200.0,2078.3893,2669.0166,2739.3545,2511.81,2835.0,5W,pytorch_cpu,results/clean_v2_20260512_131735/latency/5W/ssd_mobilenet_v2_pytorch_cpu.json,ok,ok,295.0299,135.2166,1060522.3521,clean_v2_without_tensorrt,,,
0.036218,284.065412,,measured,88.1936,412.0,ssd_mobilenet_v2,23.5,200.0,86.5224,94.9799,102.6871,3220.93,4418.0,5W,pytorch_cuda,results/clean_v2_20260512_131735/latency/5W/ssd_mobilenet_v2_pytorch_cuda.json,ok,ok,4.8887,7.2437,56813.0824,clean_v2_without_tensorrt,,,
,119.24126508423616,,measured,36.799679374694826,1.87,ssd_mobilenet_v2,24.49,,36.572265625,37.3840446472168,42.01098640441895,3240.28,4596.0,5W,tensorrt_fp32,/Users/hobongs/Desktop/HoBong_study/26-1/탄중/temp/jetson_nano_edgeai/my_results/tensorrt_only/latency/ssd_mobilenet_v2_5w_20260513_143215,ok,ok,0.9155158381262656,,,tensorrt_only,36.26760482788086,43.438907623291016,27.17
,136.09171011813353,,measured,33.789778060913086,1.87,ssd_mobilenet_v2,13.57,,33.15112113952637,38.08676242828369,40.14106361389162,4027.6,4709.0,5W,tensorrt_fp16,/Users/hobongs/Desktop/HoBong_study/26-1/탄중/temp/jetson_nano_edgeai/my_results/tensorrt_only/latency/ssd_mobilenet_v2_5w_20260513_143215,ok,ok,1.7887225852424975,,,tensorrt_only,32.83463668823242,43.11848831176758,29.59
,145.68324742981568,,measured,37.03814514160156,1.87,ssd_mobilenet_v2,23.67,,36.56731796264648,38.62697200775146,43.70234931945801,3933.33,4563.0,5W,tensorrt_int8,/Users/hobongs/Desktop/HoBong_study/26-1/탄중/temp/jetson_nano_edgeai/my_results/tensorrt_only/latency/ssd_mobilenet_v2_5w_20260513_143215,ok,ok,1.4469372266188298,,,tensorrt_only,36.33385467529297,43.94505310058594,27.0
0.034945,274.074689,,measured,81.7716,228.0,ssd_mobilenet_v2,23.23,200.0,80.7474,88.3054,89.7231,3351.71,4146.0,5W,onnxrt_cuda,results/clean_v2_20260512_131735/latency/5W/ssd_mobilenet_v2_onnxrt_cuda.json,ok,ok,2.5628,6.9889,54814.9379,clean_v2_without_tensorrt,,,
0.014623,114.692312,,measured,44.8934,1001.0,ssd_mobilenet_v2,23.23,200.0,44.5184,46.4329,49.163,2554.77,3993.0,5W,onnxrt_trt,results/clean_v2_20260512_131735/latency/5W/ssd_mobilenet_v2_onnxrt_trt.json,ok,ok,0.9587,2.9247,22938.4623,clean_v2_without_tensorrt,,,
0.178846,1402.715508,,measured,561.0301,2.0,ssd_mobilenet_v2,23.16,200.0,560.8674,568.6658,570.5177,2500.25,2790.0,5W,tflite_cpu,results/clean_v2_20260512_131735/latency/5W/ssd_mobilenet_v2_tflite_cpu.json,ok,ok,4.3709,35.7692,280543.1015,clean_v2_without_tensorrt,,,
0.178192,1397.581179,,measured,558.2643,2.0,ssd_mobilenet_v2,23.16,200.0,557.9017,565.6708,573.2046,2503.44,2790.0,5W,tflite_gpu,results/clean_v2_20260512_131735/latency/5W/ssd_mobilenet_v2_tflite_gpu.json,ok,ok,4.4116,35.6383,279516.2358,clean_v2_without_tensorrt,,,
0.084973,666.45317,,measured,230.7184,32.0,ssd_mobilenet_v2,23.12,200.0,226.7196,250.021,297.9213,2888.6,2993.0,5W,ncnn_cpu,results/clean_v2_20260512_131735/latency/5W/ssd_mobilenet_v2_ncnn_cpu.json,ok,ok,24.2012,16.9946,133290.634,clean_v2_without_tensorrt,,,
0.027665,216.983642,,measured,63.7812,0.0,ssd_mobilenet_v2,23.12,200.0,61.5347,71.5647,73.1287,3402.0,3496.0,5W,ncnn_vulkan,results/clean_v2_20260512_131735/latency/5W/ssd_mobilenet_v2_ncnn_vulkan.json,ok,ok,3.7514,5.5331,43396.7285,clean_v2_without_tensorrt,,,
0.716134,5616.737953,,measured,955.8778,124.0,yolov8n,12.42,200.0,947.3947,1032.972,1046.5792,5876.0,6237.0,MAXN,pytorch_cpu,results/clean_v2_20260512_131735/latency/MAXN/yolov8n_pytorch_cpu.json,ok,ok,36.8274,143.2268,1123347.5906,clean_v2_without_tensorrt,,,
0.067091,526.205728,,measured,92.6833,640.0,yolov8n,12.42,200.0,92.6508,93.0348,93.7063,5677.46,8053.0,MAXN,pytorch_cuda,results/clean_v2_20260512_131735/latency/MAXN/yolov8n_pytorch_cuda.json,ok,ok,0.2595,13.4182,105241.1457,clean_v2_without_tensorrt,,,
,370.87185726562495,,measured,72.117578125,7.38,yolov8n,27.39,,71.78648376464844,73.87495346069336,74.78802116394043,5142.6,7675.0,MAXN,tensorrt_fp32,/Users/hobongs/Desktop/HoBong_study/26-1/탄중/temp/jetson_nano_edgeai/my_results/tensorrt_only/latency/yolov8n_10w_20260513_142250,ok,ok,0.8213619636141425,,,tensorrt_only,71.3363037109375,75.21062469482422,13.87
,290.0746262250031,,measured,53.27220718383789,7.38,yolov8n,15.83,,53.13169288635254,53.76061573028564,55.793297119140625,5445.14,7012.0,MAXN,tensorrt_fp16,/Users/hobongs/Desktop/HoBong_study/26-1/탄중/temp/jetson_nano_edgeai/my_results/tensorrt_only/latency/yolov8n_10w_20260513_142250,ok,ok,0.4667525644046086,,,tensorrt_only,52.9001579284668,56.207237243652344,18.77
,460.37489069668584,,measured,71.58237564086915,7.38,yolov8n,27.22,,71.35190200805664,72.36893882751465,74.31844841003418,6431.4,7859.0,MAXN,tensorrt_int8,/Users/hobongs/Desktop/HoBong_study/26-1/탄중/temp/jetson_nano_edgeai/my_results/tensorrt_only/latency/yolov8n_10w_20260513_142250,ok,ok,0.6431079887092283,,,tensorrt_only,70.90791320800781,74.71624755859375,13.97
0.089836,704.596866,,measured,111.9771,239.0,yolov8n,12.18,200.0,111.9134,112.625,113.1833,6292.33,7716.0,MAXN,onnxrt_cuda,results/clean_v2_20260512_131735/latency/MAXN/yolov8n_onnxrt_cuda.json,ok,ok,0.4391,17.9672,140919.3731,clean_v2_without_tensorrt,,,
0.068608,538.100982,,measured,75.614,1.0,yolov8n,12.18,200.0,75.6053,75.8289,76.1104,7116.42,7532.0,MAXN,onnxrt_trt,results/clean_v2_20260512_131735/latency/MAXN/yolov8n_onnxrt_trt.json,ok,ok,0.1692,13.7216,107620.1964,clean_v2_without_tensorrt,,,
0.509756,3998.087043,,measured,1141.8995,12.0,yolov8n,12.18,200.0,1141.8276,1146.0955,1154.5836,3501.26,3963.0,MAXN,tflite_cpu,results/clean_v2_20260512_131735/latency/MAXN/yolov8n_tflite_cpu.json,ok,ok,3.6431,101.9512,799617.4087,clean_v2_without_tensorrt,,,
0.510389,4003.048411,,measured,1144.7584,14.0,yolov8n,12.18,200.0,1144.3709,1146.8336,1154.1242,3496.85,4159.0,MAXN,tflite_gpu,results/clean_v2_20260512_131735/latency/MAXN/yolov8n_tflite_gpu.json,ok,ok,1.9813,102.0777,800609.6822,clean_v2_without_tensorrt,,,
,,file missing,na,,,yolov8n,,,,,,,,MAXN,ncnn_cpu,results/clean_v2_20260512_131735/latency/MAXN/yolov8n_ncnn_cpu,na,file_missing,,,,clean_v2_without_tensorrt,,,
,,file missing,na,,,yolov8n,,,,,,,,MAXN,ncnn_vulkan,results/clean_v2_20260512_131735/latency/MAXN/yolov8n_ncnn_vulkan,na,file_missing,,,,clean_v2_without_tensorrt,,,
0.900118,7059.752258,,measured,2517.7074,134.0,yolov8n,12.42,200.0,2514.6544,2712.6096,2759.7068,2804.04,3210.0,5W,pytorch_cpu,results/clean_v2_20260512_131735/latency/5W/yolov8n_pytorch_cpu.json,ok,ok,116.5596,180.0237,1411950.4516,clean_v2_without_tensorrt,,,
0.061096,479.187491,,measured,133.091,471.0,yolov8n,12.42,200.0,131.7367,138.2713,157.071,3600.45,5116.0,5W,pytorch_cuda,results/clean_v2_20260512_131735/latency/5W/yolov8n_pytorch_cuda.json,ok,ok,4.6326,12.2193,95837.4982,clean_v2_without_tensorrt,,,
,366.39963312699655,,measured,100.83126243591308,7.38,yolov8n,27.39,,100.5793228149414,101.42430381774902,106.25700569152832,3633.79,5144.0,5W,tensorrt_fp32,/Users/hobongs/Desktop/HoBong_study/26-1/탄중/temp/jetson_nano_edgeai/my_results/tensorrt_only/latency/yolov8n_5w_20260513_142601,ok,ok,1.099971654798823,,,tensorrt_only,100.15348815917967,106.38333129882812,9.92
,290.9473429911072,,measured,75.99830291748047,7.38,yolov8n,15.83,,74.85557556152344,81.76192474365234,83.43271934509278,3828.34,4830.0,5W,tensorrt_fp16,/Users/hobongs/Desktop/HoBong_study/26-1/탄중/temp/jetson_nano_edgeai/my_results/tensorrt_only/latency/yolov8n_5w_20260513_142601,ok,ok,2.397438544999461,,,tensorrt_only,74.57640838623047,83.86203002929688,13.16
,452.07207627185835,,measured,100.11894454956057,7.38,yolov8n,27.22,,100.0439567565918,100.47449836730956,103.51223220825196,4515.35,5176.0,5W,tensorrt_int8,/Users/hobongs/Desktop/HoBong_study/26-1/탄중/temp/jetson_nano_edgeai/my_results/tensorrt_only/latency/yolov8n_5w_20260513_142601,ok,ok,0.6079113345915125,,,tensorrt_only,99.5886459350586,104.20734405517578,9.99
0.079314,622.071931,,measured,150.2074,227.0,yolov8n,12.18,200.0,149.6105,154.7387,155.9976,4141.42,4801.0,5W,onnxrt_cuda,results/clean_v2_20260512_131735/latency/5W/yolov8n_onnxrt_cuda.json,ok,ok,1.7456,15.8628,124414.3861,clean_v2_without_tensorrt,,,
0.061359,481.246893,,measured,108.1167,0.0,yolov8n,12.18,200.0,106.5763,113.3392,114.0018,4451.18,4864.0,5W,onnxrt_trt,results/clean_v2_20260512_131735/latency/5W/yolov8n_onnxrt_trt.json,ok,ok,3.3864,12.2718,96249.3785,clean_v2_without_tensorrt,,,
0.566314,4441.68062,,measured,1795.1334,33.0,yolov8n,12.18,200.0,1795.002,1812.9017,1816.4219,2474.29,2912.0,5W,tflite_cpu,results/clean_v2_20260512_131735/latency/5W/yolov8n_tflite_cpu.json,ok,ok,9.8921,113.2629,888336.1241,clean_v2_without_tensorrt,,,
0.563237,4417.543125,,measured,1789.2541,51.0,yolov8n,12.18,200.0,1786.7629,1808.4612,1824.1076,2468.93,2871.0,5W,tflite_gpu,results/clean_v2_20260512_131735/latency/5W/yolov8n_tflite_gpu.json,ok,ok,14.7151,112.6473,883508.625,clean_v2_without_tensorrt,,,
,,file missing,na,,,yolov8n,,,,,,,,5W,ncnn_cpu,results/clean_v2_20260512_131735/latency/5W/yolov8n_ncnn_cpu,na,file_missing,,,,clean_v2_without_tensorrt,,,
,,file missing,na,,,yolov8n,,,,,,,,5W,ncnn_vulkan,results/clean_v2_20260512_131735/latency/5W/yolov8n_ncnn_vulkan,na,file_missing,,,,clean_v2_without_tensorrt,,,
