model,runtime,rank,layer_name,backend,granularity,mean_ms,std_ms,min_ms,max_ms,samples,percent_total_ms,cumulative_percent_ms,sequence,dashboard_source,source_file
efficientnet_b0,pytorch_cuda,26,aten::conv2d,pytorch,op,0.003857,0.000618,0.002832,0.004622,4050,0.370001,99.507881,1,clean_v2_without_tensorrt,/Users/hobongs/Desktop/HoBong_study/26-1/탄중/temp/jetson_nano_edgeai/my_results/clean_v2(without_tensorRT)/layer_runtime/efficientnet_b0_pytorch_cuda.csv
efficientnet_b0,pytorch_cuda,23,aten::convolution,pytorch,op,0.005599,0.000585,0.0046,0.006368,4050,0.53711,98.15537,2,clean_v2_without_tensorrt,/Users/hobongs/Desktop/HoBong_study/26-1/탄중/temp/jetson_nano_edgeai/my_results/clean_v2(without_tensorRT)/layer_runtime/efficientnet_b0_pytorch_cuda.csv
efficientnet_b0,pytorch_cuda,10,aten::_convolution,pytorch,op,0.01793,0.000731,0.017375,0.019195,4050,1.720018,86.724109,3,clean_v2_without_tensorrt,/Users/hobongs/Desktop/HoBong_study/26-1/탄중/temp/jetson_nano_edgeai/my_results/clean_v2(without_tensorRT)/layer_runtime/efficientnet_b0_pytorch_cuda.csv
efficientnet_b0,pytorch_cuda,1,aten::cudnn_convolution,pytorch,op,0.204872,0.012777,0.194443,0.225188,3250,19.653291,19.653291,4,clean_v2_without_tensorrt,/Users/hobongs/Desktop/HoBong_study/26-1/탄중/temp/jetson_nano_edgeai/my_results/clean_v2(without_tensorRT)/layer_runtime/efficientnet_b0_pytorch_cuda.csv
efficientnet_b0,pytorch_cuda,21,aten::empty,pytorch,op,0.005903,0.000126,0.005796,0.006142,13850,0.566272,97.063307,5,clean_v2_without_tensorrt,/Users/hobongs/Desktop/HoBong_study/26-1/탄중/temp/jetson_nano_edgeai/my_results/clean_v2(without_tensorRT)/layer_runtime/efficientnet_b0_pytorch_cuda.csv
efficientnet_b0,pytorch_cuda,24,aten::batch_norm,pytorch,op,0.005436,0.000232,0.005229,0.00578,2450,0.521473,98.676843,6,clean_v2_without_tensorrt,/Users/hobongs/Desktop/HoBong_study/26-1/탄중/temp/jetson_nano_edgeai/my_results/clean_v2(without_tensorRT)/layer_runtime/efficientnet_b0_pytorch_cuda.csv
efficientnet_b0,pytorch_cuda,15,aten::_batch_norm_impl_index,pytorch,op,0.010313,0.000421,0.010045,0.011153,2450,0.989322,92.342515,7,clean_v2_without_tensorrt,/Users/hobongs/Desktop/HoBong_study/26-1/탄중/temp/jetson_nano_edgeai/my_results/clean_v2(without_tensorRT)/layer_runtime/efficientnet_b0_pytorch_cuda.csv
efficientnet_b0,pytorch_cuda,3,aten::cudnn_batch_norm,pytorch,op,0.099878,0.016076,0.09031,0.131745,2450,9.581258,46.603564,8,clean_v2_without_tensorrt,/Users/hobongs/Desktop/HoBong_study/26-1/탄중/temp/jetson_nano_edgeai/my_results/clean_v2(without_tensorRT)/layer_runtime/efficientnet_b0_pytorch_cuda.csv
efficientnet_b0,pytorch_cuda,25,aten::empty_like,pytorch,op,0.004806,0.000197,0.004663,0.005184,2450,0.461038,99.137881,9,clean_v2_without_tensorrt,/Users/hobongs/Desktop/HoBong_study/26-1/탄중/temp/jetson_nano_edgeai/my_results/clean_v2(without_tensorRT)/layer_runtime/efficientnet_b0_pytorch_cuda.csv
efficientnet_b0,pytorch_cuda,18,aten::view,pytorch,op,0.008529,0.000508,0.008229,0.009543,2450,0.818184,94.939233,10,clean_v2_without_tensorrt,/Users/hobongs/Desktop/HoBong_study/26-1/탄중/temp/jetson_nano_edgeai/my_results/clean_v2(without_tensorRT)/layer_runtime/efficientnet_b0_pytorch_cuda.csv
