model,runtime,power_mode,mean_ms,std_ms,min_ms,max_ms,p50_ms,p95_ms,p99_ms,memory_mb,model_size_mb,fps,power_avg_mw,power_max_mw
shufflenet_v2,pytorch_cpu,10w,326.7109065304976,82.08703288206719,161.9052969617769,443.387134000659,374.0315865143202,400.140382401878,408.98851474630663,0.0,8.75,3.06,4519.1,4952.0
shufflenet_v2,pytorch_cuda,10w,29.852566680908204,4.390756907866849,27.98911476135254,52.719635009765625,28.702630043029785,41.16100711822509,52.444705924987794,11.7,8.75,33.5,3303.0,4407.0
